idVendedor,qtde_boleto,qtde_credit_card,qtde_debit_card,qtde_voucher,valor_boleto,valor_credit_card,valor_debit_card,valor_voucher,proporcao_qtde_boleto,proporcao_qtde_credit_card,proporcao_qtde_debit_card,proporcao_qtde_voucher,proporcao_valor_boleto,proporcao_valor_credit_card,proporcao_valor_debit_card,proporcao_valor_voucher
0015a82c2db000af6aaaf3ae2ecb0532,0,3,0,0,0.0,2748.06,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
001cca7ae9ae17fb1caed9dfb1094831,18,77,2,1,4355.219999999999,17118.23,264.16,140.08,0,0,0,0,0.19907129134748686,0.782451437971742,0.01207440090795692,0.006402869772814224
002100f778ceb8431b7a1020ff7ab48f,16,21,0,5,788.49,776.6299999999999,0.0,139.68,0,0,0,0,0.4625117315814172,0.4555549038010323,0.0,0.08193336461755045
003554e2dce176b5555353e4f3555ac8,0,1,0,0,0.0,139.38,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
004c9cd9d87a3c30c522c48c4fc07416,18,63,0,4,2405.2300000000005,8974.289999999999,0.0,445.0299999999999,0,0,0,0,0.20340985492048325,0.7589540405343119,0.0,0.03763610454520467
00ee68308b45bc5e2660cd833c3f81cc,4,37,0,1,794.66,6912.9800000000005,0.0,88.71000000000001,0,0,0,0,0.10192718387450538,0.8866944146940555,0.0,0.011378401431439072
010543a62bd80aa422851e79a3bc7540,0,2,0,0,0.0,1447.95,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
013900e863eace745d3ec7614cab5b1a,0,8,0,0,0.0,1400.47,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
014c0679dd340a0e338872e7ec85666a,0,3,0,0,0.0,1329.31,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
014d9a685fd57276679edd00e07089e5,1,0,0,0,133.37,0.0,0.0,0.0,1,0,0,0,1.0,0.0,0.0,0.0
0176f73cc1195f367f7b32db1e5b3aa8,0,3,0,0,0.0,706.16,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
01bcc9d254a0143f0ce9791b960b2a47,2,7,0,1,270.1,1076.1100000000001,0.0,113.16000000000001,0,0,0,0,0.18507986322865347,0.7373798282820669,0.0,0.07754030848927962
01c97ebb5cdac52891c0ed1c37ba0012,1,2,0,0,42.09,213.87,0.0,0.0,0,0,0,0,0.16443975621190812,0.8355602437880919,0.0,0.0
01cf7e3d21494c41fb86034f2e714fa1,2,17,0,2,282.18,4415.3,0.0,100.0,0,0,0,0,0.05881837964931589,0.920337343772147,0.0,0.020844276578537064
01ed254b9ff8407dfb9d99ba1e17d923,0,5,0,0,0.0,1533.71,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
01fdefa7697d26ad920e9e0346d4bd1b,13,42,0,1,1760.5700000000004,6935.370000000001,0.0,89.97,0,0,0,0,0.2003856174260834,0.7893741228853928,0.0,0.010240259688524012
0241d4d5d36f10f80c644447315af0bd,8,16,0,1,555.38,1702.39,0.0,55.01,0,0,0,0,0.2401352484888316,0.7360795233442005,0.0,0.02378522816696789
0249d282d911d23cb8b869ab49c99f53,2,8,0,0,99.78999999999999,435.45000000000005,0.0,0.0,0,0,0,0,0.1864397279724983,0.8135602720275018,0.0,0.0
028872bfa080090a9d0abd4f1af168f8,0,1,0,0,0.0,353.61,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
02c988090b766852e088c69d7fb3b551,1,4,0,1,464.75,572.7,0.0,51.89000000000001,0,0,0,0,0.42663447592119996,0.5257311766757853,0.0,0.04763434740301467
02d35243ea2e497335cd0f076b45675d,2,7,0,1,577.54,5172.429999999999,0.0,297.27,0,0,0,0,0.09550472612299164,0.8553373109054708,0.0,0.049157962971537426
02dcd3e8e25bee036e32512bcf175493,0,1,0,0,0.0,361.16,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
02ecc2a19303f05e59ce133fd923fff7,1,7,0,0,147.35,3777.39,0.0,0.0,0,0,0,0,0.037543888257566105,0.962456111742434,0.0,0.0
02f5837340d7eb4f653d676c7256523a,1,11,0,0,147.15,1670.88,0.0,0.0,0,0,0,0,0.08093925842807874,0.9190607415719212,0.0,0.0
04308b1ee57b6625f47df1d56f00eedf,2,5,0,0,2814.3999999999996,5770.639999999999,0.0,0.0,0,0,0,0,0.3278260788534474,0.6721739211465526,0.0,0.0
0432ead42b6c8a0bdf68154add917fdf,8,36,0,2,1044.8899999999999,3480.3999999999996,0.0,97.68,0,0,0,0,0.22602136721631333,0.7528493587455684,0.0,0.021129274038118356
048c2757535328e0d7dac690ad3c0aae,2,13,0,0,438.69,2598.0099999999998,0.0,0.0,0,0,0,0,0.14446273915763824,0.8555372608423617,0.0,0.0
04aa0a1c5ce6b222003403a3e11c3cc0,1,5,0,0,401.3,7642.869999999999,0.0,0.0,0,0,0,0,0.04988706106409985,0.9501129389359001,0.0,0.0
04aba03279157f6d4e0fe8ccaf21963c,0,7,0,0,0.0,1316.04,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
04e38a233f726ef161074ab1c9b0399a,4,10,1,0,396.88,1072.79,31.24,0.0,0,0,0,0,0.2644262480761671,0.714759712441119,0.02081403948271382,0.0
04fdea0c111866e6cf812f1570d6b5bd,0,4,0,0,0.0,569.27,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
0509040ea3fe50071181bbc359eb7738,11,37,0,1,581.1699999999998,2546.1000000000004,0.0,38.71,0,0,0,0,0.18356717351341442,0.8042059646618108,0.0,0.012226861824774634
052577151711aec5c744fe12e66db3e1,2,2,0,0,1526.5900000000001,1443.83,0.0,0.0,0,0,0,0,0.5139306899361034,0.48606931006389664,0.0,0.0
054694fa03fe82cec4b7551487331d74,0,3,0,0,0.0,1331.32,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
056b4ada5bbc2c50cc7842547dda6b51,0,4,0,0,0.0,1057.19,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
058cb5aeb36d7c0fcae20fc85d5e0a59,0,3,0,0,0.0,420.41,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
058fd0aa2bfdb2274e05e1ae971dabb6,9,27,0,1,1636.9399999999998,3563.78,0.0,100.0,0,0,0,0,0.30881465159450033,0.6723199867187853,0.0,0.018865361686714256
05a940b4ecae36cadfd8e93bd9c43257,2,5,0,0,208.32,319.78999999999996,0.0,0.0,0,0,0,0,0.3944632746965595,0.6055367253034406,0.0,0.0
05d2173d43ea568aa0540eba70d2ca76,3,9,0,0,329.41999999999996,990.02,0.0,0.0,0,0,0,0,0.24966652519250587,0.750333474807494,0.0,0.0
05f51e13da97139648b8125c31e5f51b,9,47,0,0,2956.8,12381.449999999999,0.0,0.0,0,0,0,0,0.19277296953694198,0.807227030463058,0.0,0.0
05feb94f19d094d4b0f9281f0b1d4c99,1,3,0,0,1416.7,4962.049999999999,0.0,0.0,0,0,0,0,0.22209680580050956,0.7779031941994905,0.0,0.0
05ff92fedb5be47920fea08e501238b9,2,17,0,0,693.67,6178.44,0.0,0.0,0,0,0,0,0.1009398860029889,0.8990601139970111,0.0,0.0
062ce95fa2ad4dfaedfc79260130565f,2,10,0,0,114.2,1924.2600000000002,0.0,0.0,0,0,0,0,0.05602268379070474,0.9439773162092953,0.0,0.0
06532f10282704ef4c69168b914b77be,1,1,0,0,1877.84,1431.8,0.0,0.0,0,0,0,0,0.5673849723837033,0.43261502761629667,0.0,0.0
06579cb253ecd5a3a12a9e6eb6bf8f47,6,25,0,1,826.6899999999999,2148.6599999999994,0.0,60.91,0,0,0,0,0.2722724667847945,0.7076666688623503,0.0,0.02006086435285516
066a6914e1ebf3ea95a216c73a986b91,1,7,0,0,140.06,1187.2,0.0,0.0,0,0,0,0,0.10552566942422736,0.8944743305757726,0.0,0.0
0691148aee60ca47977c187804f935ae,0,5,0,0,0.0,329.27,0.0,0.0,0,1,0,0,0.0,1.0,0.0,0.0
06bb3a2fe5e7b7a845b13e8fb91bd944,3,6,0,0,331.85,828.63,0.0,0.0,0,0,0,0,0.2859592582379705,0.7140407417620295,0.0,0.0
06e5eefc71ec47ae763c5c6f8db7064f,4,15,0,0,1118.4,3595.2,0.0,0.0,0,0,0,0,0.23727087576374745,0.7627291242362525,0.0,0.0
070d165398b553f3b4b851c216b8a358,1,5,0,0,55.36,1049.91,0.0,0.0,0,0,0,0,0.05008730898332534,0.9499126910166747,0.0,0.0
0761743cbffb25d7148189e9f1a5f03a,1,0,0,0,1175.25,0.0,0.0,0.0,1,0,0,0,1.0,0.0,0.0,0.0
077c5fae4bea9500e3737b16f71b9d3a,2,1,0,0,29.34,25.71,0.0,0.0,0,0,0,0,0.5329700272479564,0.4670299727520436,0.0,0.0
07bf9669d84d1f11be443a9dd938f698,0,7,1,0,0.0,1443.8899999999999,89.75,0.0,0,0,0,0,0.0,0.9414790954852508,0.05852090451474923,0.0
080102cd0a76b09e0dcf55fcacc60e05,4,13,0,2,238.88000000000002,785.1999999999999,0.0,91.17,0,0,0,0,0.21419412687738176,0.7040573862362698,0.0,0.08174848688634835
080199a181c46c657dc5aa235411be3b,2,21,1,0,383.44,3921.03,194.5,0.0,0,0,0,0,0.08522839672191634,0.8715394857045057,0.04323211757357795,0.0
08061dc0fc165ed41288cc7acde738ee,1,1,0,1,24.01,17.72,0.0,20.0,0,0,0,0,0.3889518872509315,0.2870565365300502,0.0,0.3239915762190183
