dtReference,idVendedor,qtdPedidos,qtdDias,qtdItens,qtdRecencia,avgTicket,avgValorProduto,maxValorProduto,minValorProduto,avgProdutoPedido,maxVlPedido,minVlPedido,LTV,qtdDiasBase,avgIntervaloVendas
2018-01-01,0015a82c2db000af6aaaf3ae2ecb0532,3,3,3,74.65516203688458,895.0,895.0,895.0,895.0,1,895.0,895.0,2685.0,901,10.253315972164273
2018-01-01,001cca7ae9ae17fb1caed9dfb1094831,98,68,116,4.034988426137716,121.8158163265306,102.91336206896551,129.0,79.0,1,297.0,79.0,21638.23000000001,901,0.9247443181928248
2018-01-01,002100f778ceb8431b7a1020ff7ab48f,39,30,43,3.1433912036009133,20.505128205128187,18.597674418604637,49.9,9.9,1,49.9,9.9,799.6999999999994,901,1.8929026124422395
2018-01-01,003554e2dce176b5555353e4f3555ac8,1,1,1,16.713599537033588,120.0,120.0,120.0,120.0,1,120.0,120.0,120.0,901,
2018-01-01,004c9cd9d87a3c30c522c48c4fc07416,84,66,87,8.097696759272367,111.26047619047606,107.42390804597687,233.8,47.9,1,233.8,47.9,16445.85999999998,901,1.4135897125139139
2018-01-01,00ee68308b45bc5e2660cd833c3f81cc,41,28,50,1.3486805553548038,116.29268292682927,95.36,250.0,62.0,1,255.0,70.0,4768.0,901,1.6456846707914439
2018-01-01,010543a62bd80aa422851e79a3bc7540,2,2,2,151.42385416664183,708.0,708.0,708.0,708.0,1,708.0,708.0,1416.0,901,28.25408564833924
2018-01-01,013900e863eace745d3ec7614cab5b1a,8,7,11,9.389305555727333,77.83749999999999,56.6090909090909,64.0,54.0,1,162.0,55.9,768.6999999999999,901,14.706394675944466
2018-01-01,014c0679dd340a0e338872e7ec85666a,3,3,3,17.369374999776483,388.0,388.0,589.0,175.0,1,589.0,175.0,2572.0,901,46.746475694235414
2018-01-01,014d9a685fd57276679edd00e07089e5,1,1,1,40.44305555569008,69.99,69.99,69.99,69.99,1,69.99,69.99,69.99,901,
2018-01-01,0176f73cc1195f367f7b32db1e5b3aa8,3,3,3,31.03567129606381,186.5666666666667,186.5666666666667,189.9,179.9,1,189.9,179.9,559.7,901,6.169733796501532
2018-01-01,01bcc9d254a0143f0ce9791b960b2a47,9,9,9,71.03961805533618,137.10666666666668,137.10666666666668,158.7,117.79,1,158.7,117.79,1233.96,901,8.156397569458932
2018-01-01,01c97ebb5cdac52891c0ed1c37ba0012,3,3,4,54.56952546304092,39.199999999999996,29.4,29.4,29.4,1,58.8,29.4,176.4,901,42.05626157407338
2018-01-01,01cf7e3d21494c41fb86034f2e714fa1,19,15,23,139.38202546304092,156.64473684210535,129.40217391304353,629.9,80.52,1,629.9,89.9,8683.459999999995,901,1.4096249999944122
2018-01-01,01ed254b9ff8407dfb9d99ba1e17d923,5,5,5,53.14956018514931,293.198,293.198,349.0,99.99,1,349.0,99.99,1465.99,901,23.349606481497176
2018-01-01,01fdefa7697d26ad920e9e0346d4bd1b,56,46,57,10.353634259197861,130.65535714285704,128.36315789473673,439.0,57.99,1,439.0,57.99,8094.96999999999,901,2.244783812834482
2018-01-01,0241d4d5d36f10f80c644447315af0bd,25,18,27,0.5052893520332873,62.984000000000016,58.31851851851853,199.0,29.9,1,199.0,29.9,1574.6000000000004,901,2.5771901709421607
2018-01-01,0249d282d911d23cb8b869ab49c99f53,10,10,10,40.491712962742895,37.1,37.1,110.0,21.5,1,110.0,21.5,371.0,901,6.572786779867278
2018-01-01,028872bfa080090a9d0abd4f1af168f8,1,1,3,134.61753472220153,70.5,23.5,23.5,23.5,3,70.5,70.5,70.5,901,-0.38246527779847383
2018-01-01,02c988090b766852e088c69d7fb3b551,6,6,10,34.22226851852611,100.72500000000001,60.435,175.39,9.5,1,175.39,37.79,604.35,901,21.683167438333232
2018-01-01,02d35243ea2e497335cd0f076b45675d,10,9,11,13.492511574178934,449.9,409.0,1899.0,239.0,1,1899.0,239.0,5246.0,901,11.894366898201406
2018-01-01,02dcd3e8e25bee036e32512bcf175493,1,1,2,64.49336805567145,150.0,75.0,75.0,75.0,2,150.0,150.0,150.0,901,-0.5066319443285465
2018-01-01,02ecc2a19303f05e59ce133fd923fff7,8,8,10,4.3350578704848886,276.29999999999995,221.03999999999996,239.9,129.2,1,674.7,129.2,2360.3,901,11.58111689821817
2018-01-01,02f5837340d7eb4f653d676c7256523a,12,11,12,2.2360648149624467,134.76916666666668,134.76916666666668,142.5,129.99,1,142.5,129.99,1617.23,901,4.623399621214379
2018-01-01,04308b1ee57b6625f47df1d56f00eedf,7,7,7,11.131087963003665,1186.4714285714285,1186.4714285714285,1499.9,105.9,1,1499.9,105.9,8305.3,901,5.200999228361373
2018-01-01,0432ead42b6c8a0bdf68154add917fdf,45,41,45,1.7085185186006129,83.1244444444445,83.1244444444445,299.9,34.9,1,299.9,34.9,7068.99999999999,901,3.4111311026975852
2018-01-01,048c2757535328e0d7dac690ad3c0aae,15,15,15,1.3943402776494622,182.44666666666666,182.44666666666666,199.7,149.9,1,199.7,149.9,4366.799999999998,901,11.914207175939477
2018-01-01,04aa0a1c5ce6b222003403a3e11c3cc0,6,6,9,94.65687499986961,516.1666666666666,344.1111111111111,378.0,329.0,1,1316.0,338.0,5409.0,901,11.412490354928499
2018-01-01,04aba03279157f6d4e0fe8ccaf21963c,7,7,7,11.456319444347173,166.85714285714286,166.85714285714286,298.0,98.0,1,298.0,98.0,1454.0,901,19.210339506079134
2018-01-01,04e38a233f726ef161074ab1c9b0399a,15,11,18,37.060682870447636,55.14666666666665,45.95555555555554,199.9,19.9,1,199.9,19.9,827.1999999999997,901,4.347435515906129
2018-01-01,04fdea0c111866e6cf812f1570d6b5bd,4,4,4,16.004594907630235,121.25,121.25,200.0,95.0,1,200.0,95.0,485.0,901,20.107758487574756
2018-01-01,0509040ea3fe50071181bbc359eb7738,48,37,53,1.5352777778171003,38.54729166666665,34.91075471698112,125.9,21.8,1,125.9,21.8,2257.8500000000004,901,2.4452037037257104
2018-01-01,052577151711aec5c744fe12e66db3e1,4,4,4,11.498912036884576,687.0,687.0,687.0,687.0,1,687.0,687.0,2748.0,901,17.584232253022492
2018-01-01,054694fa03fe82cec4b7551487331d74,3,3,3,75.13408564822748,397.0,397.0,497.0,197.0,1,497.0,197.0,8378.0,901,18.18557870364748
2018-01-01,056b4ada5bbc2c50cc7842547dda6b51,4,4,4,5.502476851921529,248.995,248.995,639.99,109.0,1,639.99,109.0,995.98,901,7.833977623376995
2018-01-01,058cb5aeb36d7c0fcae20fc85d5e0a59,3,3,3,86.37054398143664,92.0,92.0,92.0,92.0,1,92.0,92.0,276.0,901,4.810462963068858
2018-01-01,058fd0aa2bfdb2274e05e1ae971dabb6,36,28,37,11.255729166790843,126.09722222222223,122.6891891891892,145.0,82.0,1,236.0,82.0,4539.5,901,3.34467923277989
2018-01-01,05a940b4ecae36cadfd8e93bd9c43257,7,7,7,5.445868055336177,57.04285714285714,57.04285714285714,119.9,13.9,1,119.9,13.9,399.29999999999995,901,26.519635416644935
2018-01-01,05d2173d43ea568aa0540eba70d2ca76,12,10,12,12.911736111156642,88.80666666666666,88.80666666666666,165.66,10.0,1,165.66,10.0,1065.6799999999998,901,6.926756102676419
2018-01-01,05f51e13da97139648b8125c31e5f51b,56,45,58,33.43606481468305,223.0967857142855,215.40379310344807,789.9,28.9,1,839.8,47.9,12493.419999999987,901,1.8245232293725406
2018-01-01,05feb94f19d094d4b0f9281f0b1d4c99,4,4,4,4.454918981529772,1494.25,1494.25,1688.0,1300.0,1,1688.0,1300.0,5977.0,901,44.286874999913074
2018-01-01,05ff92fedb5be47920fea08e501238b9,19,17,20,3.076238425914198,291.3915789473684,276.82199999999995,598.4,44.9,1,798.0,44.9,13951.939999999999,901,8.78978435668212
2018-01-01,062ce95fa2ad4dfaedfc79260130565f,12,11,12,112.98962962953374,133.40000000000003,133.40000000000003,369.9,39.9,1,369.9,39.9,7520.999999999991,901,5.61881418352608
2018-01-01,06532f10282704ef4c69168b914b77be,2,2,3,135.31484953686595,1191.475,794.3166666666666,1815.91,32.0,1,1815.91,567.04,10220.5,901,15.411631944589317
2018-01-01,06579cb253ecd5a3a12a9e6eb6bf8f47,31,29,31,16.301828703843057,73.09354838709682,73.09354838709682,189.9,19.9,1,189.9,19.9,2265.9000000000015,901,3.7475397376498827
2018-01-01,066a6914e1ebf3ea95a216c73a986b91,8,8,8,21.382071759086102,137.73000000000002,137.73000000000002,575.99,29.99,1,575.99,29.99,7224.109999999994,901,20.306013558192976
2018-01-01,0691148aee60ca47977c187804f935ae,5,4,5,12.008622684981674,47.926,47.926,68.57,22.2,1,68.57,22.2,239.63,901,5.550954861100763
2018-01-01,06bb3a2fe5e7b7a845b13e8fb91bd944,9,9,10,17.267951388843358,93.62222222222222,84.26,148.7,55.9,1,148.7,55.9,842.6,901,9.863058127566344
2018-01-01,06e5eefc71ec47ae763c5c6f8db7064f,19,19,19,1.9012500001117587,219.35421052631577,219.35421052631577,499.99,126.12,1,499.99,126.12,4789.71,901,8.52455246911591
2018-01-01,070d165398b553f3b4b851c216b8a358,6,6,7,2.3969097221270204,92.98833333333334,79.70428571428572,269.99,41.99,1,269.99,41.99,557.9300000000001,901,20.48848765428799
2018-01-01,0761743cbffb25d7148189e9f1a5f03a,1,1,5,31.598368055652827,175.79999999999998,35.16,35.16,35.16,5,175.79999999999998,175.79999999999998,175.79999999999998,901,-0.401631944347173
2018-01-01,077c5fae4bea9500e3737b16f71b9d3a,3,3,3,25.275370370596647,6.8,6.8,9.6,5.4,1,9.6,5.4,20.4,901,38.363298611016944
2018-01-01,07bf9669d84d1f11be443a9dd938f698,8,7,10,89.39870370365679,100.5,80.4,144.0,48.0,1,288.0,48.0,1044.0,901,11.131148726854008
2018-01-01,080102cd0a76b09e0dcf55fcacc60e05,18,17,18,2.9192592594772577,45.07888888888889,45.07888888888889,56.99,24.99,1,56.99,24.99,811.4200000000001,901,8.717538126360845
2018-01-01,080199a181c46c657dc5aa235411be3b,24,21,24,13.333784722257406,175.15666666666655,175.15666666666655,179.49,120.49,1,179.49,120.49,4203.7599999999975,901,3.264056964615441
2018-01-01,08061dc0fc165ed41288cc7acde738ee,2,2,2,47.46627314807847,18.45,18.45,29.0,7.9,1,29.0,7.9,123.8,901,81.59152777772397
2018-01-01,081acf3de680d554796c9cf041be7bc2,1,1,1,34.38937499979511,399.5,399.5,399.5,399.5,1,399.5,399.5,399.5,901,
2018-01-01,082e0bf4cb865a6533b1e8e498cc0255,4,4,10,23.410416666883975,188.275,75.31,107.0,35.7,2,325.1,71.4,753.1,901,6.12533564826784
2018-01-01,08633c14ef2db992c11f840f04fad4cd,3,2,3,11.416458333376795,75.56666666666668,75.56666666666668,107.9,10.9,1,107.9,10.9,226.70000000000002,901,3.0372916667256504
2018-01-01,0885aaf116795758dfeb5f1032487bcd,1,1,1,17.120173611212522,124.9,124.9,124.9,124.9,1,124.9,124.9,124.9,901,
2018-01-01,0887a9f087bcd5d9f6642b52f897fc6c,2,2,2,148.42247685184702,149.0,149.0,149.0,149.0,1,149.0,149.0,1642.0,901,29.895613425876945
2018-01-01,08d0949a9a17c027262db1f3c450c26c,1,1,1,132.4313425924629,46.9,46.9,46.9,46.9,1,46.9,46.9,46.9,901,
2018-01-01,08d2d642cf72b622b14dde1d2f5eb2f5,14,14,18,25.644849536940455,40.135714285714286,31.216666666666665,249.5,5.0,1,249.5,5.0,913.9999999999999,901,9.905638888912897
2018-01-01,091065b789659bc3cd9af9cb3a6253ff,1,1,1,77.45721064833924,690.0,690.0,690.0,690.0,1,690.0,690.0,690.0,901,
2018-01-01,093805f8f2aeb63881444571e1f48f30,20,20,25,25.082685185130686,58.569500000000005,46.8556,125.0,30.4,1,156.25,35.0,1171.39,901,3.95356977509246
2018-01-01,09883d9ab71c8fe8a9bfc7fc3075b07e,4,4,4,37.55750000011176,64.9,64.9,79.9,59.9,1,79.9,59.9,329.5,901,45.81702546294158
2018-01-01,099095b050cfe8eb1ddff5317587e96e,1,1,1,15.62365740723908,829.99,829.99,829.99,829.99,1,829.99,829.99,829.99,901,
2018-01-01,09f952a5f58d2285b0372551ae8f9b01,6,6,7,18.117164351977408,324.725,278.3357142857143,459.99,89.99,1,459.99,89.99,1948.3500000000001,901,14.206369598784173
2018-01-01,0ac4201fda2c68ebc0e47cb9423cf3c9,3,3,3,41.2464699074626,159.32666666666668,159.32666666666668,398.0,39.99,1,398.0,39.99,557.96,901,37.43420717585832
2018-01-01,0ad80de75c811326389cfb1daba7d45e,5,5,5,27.151469907257706,243.9,243.9,369.9,139.9,1,369.9,139.9,1219.5,901,10.812575231539086
2018-01-01,0adac9fbd9a2b63cccaac4f8756c1ca8,31,26,47,21.03326388867572,204.55967741935464,134.9223404255318,699.0,5.53,1,699.0,7.6,9809.839999999982,901,3.7092470043366226
2018-01-01,0ade5cc4a305ed7093a23f68ca47519c,1,1,1,37.61707175942138,79.89,79.89,79.89,79.89,1,79.89,79.89,79.89,901,
2018-01-01,0aea4c6ae1505b3228ddf3dd7822ee5b,2,2,2,51.00281250011176,238.485,238.485,278.98,197.99,1,278.98,197.99,476.97,901,31.15054398169741
2018-01-01,0afccdb8a34ee5c79f7c06faf2b4d56e,13,12,13,5.584583333227783,39.89999999999999,39.89999999999999,39.9,39.9,1,39.9,39.9,1145.6999999999998,901,11.389764660503715
2018-01-01,0b18d63d0cd1d723567903fd34a07df2,5,5,8,123.44105324056,214.712,134.195,299.9,10.99,1,299.9,43.96,1086.46,901,9.384335648082196
2018-01-01,0b35c634521043bf4b47e21547b99ab5,3,3,5,5.223958333488554,523.9666666666667,314.38,815.0,44.0,1,1384.0,88.0,1571.9,901,4.184244791627862
2018-01-01,0b3f27369a4d8df98f7eb91077e438ac,2,2,2,39.22348379623145,73.255,73.255,98.67,47.84,1,98.67,47.84,146.51,901,8.36129629611969
2018-01-01,0b90b6df587eb83608a64ea8b390cf07,12,10,16,9.531805555336177,306.37833333333333,229.78375,714.3,119.2,1,714.3,119.2,3676.54,901,3.532938161365954
2018-01-01,0bae85eb84b9fb3bd773911e89288d54,61,50,68,0.566157407592982,56.8250819672131,50.975441176470575,129.9,24.28,1,129.9,24.28,4532.799999999999,901,2.2118450854403466
2018-01-01,0bb738e4d789e63e2267697c42d35a2d,13,11,13,5.4208333333954215,80.6,80.6,369.0,14.9,1,369.0,14.9,1132.4,901,11.676225887301067
2018-01-01,0be8ff43f22e456b4e0371b2245e4d01,57,40,68,2.20983796287328,68.3754385964913,57.314705882353,219.9,6.9,1,219.9,6.9,4107.100000000004,901,1.954716435197981
2018-01-01,0bf0150d5b9d60d9cd2906003332f085,18,17,30,4.149513889104128,162.73888888888894,97.64333333333337,126.0,39.9,1,378.0,39.9,4037.7000000000025,901,6.7831320450641215
2018-01-01,0bfd0b434243adc5c2e1aa6baf19c6aa,5,5,5,18.0532870371826,57.260000000000005,57.260000000000005,97.5,23.9,1,97.5,23.9,286.3,901,12.139904513955116
2018-01-01,0c7533c71df861ec58ad7ff999ed0e8d,30,28,35,12.240069444291294,43.51333333333333,37.29714285714285,69.9,5.9,1,131.4,5.9,1305.3999999999999,901,4.191132856349489
2018-01-01,0c8380b62e38e8a1e6adbeba7eb9688c,34,29,46,32.13357638893649,114.85882352941182,84.89565217391309,149.9,24.5,1,319.5,24.5,15059.689999999968,901,2.969619749375142
2018-01-01,0cbcee27c791afa0cdcb08587a2013a8,9,9,9,18.368275463115424,134.22222222222223,134.22222222222223,225.0,99.0,1,225.0,99.0,2593.0,901,17.15876736107748
2018-01-01,0d33a55da925bbf1ff02af5f6059fc7f,3,3,3,34.5032870369032,10.9,10.9,10.9,10.9,1,10.9,10.9,32.7,901,8.578009259188548
2018-01-01,0d4c8269e7f0401201794deef160edd6,3,3,4,54.27965277759358,264.2133333333333,198.16,225.99,174.92,1,381.49,185.16,792.64,901,6.118375771523763
2018-01-01,0d83f8e03188682112cc0d93523705cc,2,2,3,14.183113425970078,125.88,83.92,89.98,71.8,1,179.96,71.8,251.76,901,16.121481481473893
2018-01-01,0d85bbda9889ce1f7e63778d24f346eb,33,28,34,37.288865740876645,76.32121212121216,74.07647058823534,225.9,29.9,1,225.9,29.9,3652.300000000003,901,3.55202835649834
2018-01-01,0db783cfcd3b73998abc6e10e59a102f,37,31,37,2.495335648301989,67.78918918918922,67.78918918918922,109.0,35.0,1,109.0,35.0,7377.599999999997,901,4.42967560441078
2018-01-01,0dd184061fb0eaa7ca37932c68ab91c5,2,2,2,20.447071759030223,99.5,99.5,105.0,94.0,1,105.0,94.0,199.0,901,6.195729166734964
2018-01-01,0df3984f9dfb3d49ac6366acbd3bbb85,20,19,20,20.738148148171604,141.54500000000004,141.54500000000004,239.9,33.9,1,239.9,33.9,5046.499999999998,901,7.971994395735429
2018-01-01,0e44d110fa6a54e121cb2c095a77762f,5,5,5,19.440173611044884,37.848,37.848,136.68,2.29,1,136.68,2.29,189.24,901,31.90320891200099
2018-01-01,0e982cff76cc0579f632cea8a0e38c9d,2,2,6,50.44799768505618,327.71999999999997,109.24,320.0,60.76,3,335.44,320.0,655.4399999999999,901,22.453923610970378
2018-01-01,0ea22c1cfbdc755f86b9b54b39c16043,70,63,79,0.9985416666604578,47.65285714285721,42.22405063291145,99.9,14.9,1,229.60000000000002,14.9,8447.899999999967,901,1.8680469531918298
2018-01-01,0eaa7e33d73809f1f925f7d07c506cbd,5,5,5,28.223067129496485,119.6,119.6,189.0,42.0,1,189.0,42.0,1228.0,901,30.569302661926486
2018-01-01,0ebd97a106433a45a4aebe57c1799778,12,12,12,3.1001851852051914,109.06666666666668,109.06666666666668,149.9,49.9,1,149.9,49.9,1818.3000000000006,901,14.113507996609604
2018-01-01,0ed6ce5d87fd9c69eaacaeb778d67235,9,8,9,1.986770833376795,79.45555555555555,79.45555555555555,114.9,39.9,1,114.9,39.9,715.0999999999999,901,10.074874131882098
2018-01-01,0ef83d7d83ed97cd2a0049ac8be5f88a,10,9,12,13.340995370410383,93.95499999999998,78.29583333333332,278.0,56.89,1,278.0,56.89,939.5499999999998,901,1.8071550926193596
2018-01-01,0ff83046c3fa22efee8ecf291888b191,5,5,6,21.320879629813135,83.88,69.89999999999999,69.9,69.9,1,139.8,69.9,559.1999999999999,901,30.030030092503875
2018-01-01,10076e5788b8ee532724bcd460baf762,6,6,6,29.149548611138016,28.53333333333333,28.53333333333333,51.2,24.0,1,51.2,24.0,285.2,901,28.159699074178935
2018-01-01,10089e9f2fd0c668a8fd4e52e1698888,1,1,1,47.59631944447756,359.9,359.9,359.9,359.9,1,359.9,359.9,1139.9,901,
2018-01-01,1025f0e2d44d7041d6cf58b6550e0bfa,235,104,411,1.1414467594586313,143.7099574468093,82.16992700729972,504.0,15.6,1,719.4,15.6,33771.840000000186,901,-0.029023181586543146
2018-01-01,1099a00e0ee3a50935e6c2447ca090c5,2,2,2,22.427384259179235,299.9,299.9,299.9,299.9,1,299.9,299.9,599.8,901,29.217523148283362
2018-01-01,10ff823eda2b032e2c93d17a7d294736,4,4,4,27.52877314807847,149.07,149.07,189.99,77.4,1,189.99,77.4,786.27,901,41.933896604925394
2018-01-01,1127b7f2594683f2510f1c2c834a486b,61,51,67,8.053576388861984,55.232131147541,50.28597014925374,536.49,6.35,1,536.49,6.35,4522.470000000002,901,2.0944804526968963
2018-01-01,11305281b50fff20ae8bb473f8e11876,6,6,6,27.148900462780148,194.11166666666668,194.11166666666668,399.99,44.9,1,399.99,44.9,4148.880000000001,901,24.512187499925496
2018-01-01,113e3a788b935f48aad63e1c41dac1bd,17,17,22,0.5662152776494622,21.84411764705882,16.87954545454545,55.9,5.5,1,69.84,5.5,371.3499999999999,901,8.78760620913304
2018-01-01,116ccb1a1604bc88e4d234a8c23f33de,17,14,23,12.420578703749925,27.44176470588235,20.28304347826087,67.5,11.0,1,67.5,11.0,466.50999999999993,901,1.4710306713357568
2018-01-01,119c7f1a00ef43fad0e57604e76a747c,1,1,1,77.89094907417893,149.9,149.9,149.9,149.9,1,149.9,149.9,149.9,901,
2018-01-01,119d1aef1b4144adba89163f6cd9f5d4,3,3,3,44.17616898147389,265.0,265.0,298.0,199.0,1,298.0,199.0,1094.0,901,50.960584490792826
2018-01-01,11bfa66332777660bd0640ee84d47006,23,21,30,4.439375000074506,56.53347826086956,43.34233333333332,355.0,4.99,1,355.0,9.98,1300.2699999999998,901,3.684338051951132
2018-01-01,11d4c477d09821164bca4f70a2eae031,3,3,4,125.13354166643694,27.680000000000003,20.76,32.7,8.82,1,32.7,17.64,83.04,901,12.895270061679184
2018-01-01,11eac105f3f90a9b87b19c89d91e24f3,1,1,1,172.2798611111939,119.99,119.99,119.99,119.99,1,119.99,119.99,802.89,901,
2018-01-01,1284de4ae8aa26997e748c851557cf0e,2,2,2,74.512986110989,539.99,539.99,749.99,329.99,1,749.99,329.99,1459.97,901,55.084398148115724
2018-01-01,128639473a139ac0f3e5f5ade55873a5,207,119,218,0.122766203712672,21.356763285024186,20.279128440367003,219.9,7.9,1,219.9,7.9,4959.849999999999,901,0.23851660769959948
2018-01-01,128f9bfbe4c7d5185033914b1de3d39a,8,8,8,14.136539351660758,108.6125,108.6125,171.0,9.9,1,171.0,9.9,868.9,901,12.889837962974395
2018-01-01,12a8eb0f8d1cd3270695bf2a99f55966,2,2,2,18.257222222164273,198.5,198.5,262.0,135.0,1,262.0,135.0,397.0,901,61.94312500022352
2018-01-01,12b9676b00f60f3b700e83af21824c0e,66,51,66,1.4891898147761822,194.0,194.0,199.0,149.0,1,199.0,149.0,18703.0,901,2.1206828703673986
2018-01-01,12c2ed9cded6138cf0c75f525f565fc7,3,3,3,20.581828703638166,71.65666666666667,71.65666666666667,99.99,29.99,1,99.99,29.99,214.97,901,15.226145833265036
2018-01-01,13074f016982ff2bd6c58ced8682f000,7,7,8,27.507615740876645,160.42857142857142,140.375,229.0,99.0,1,229.0,99.0,1123.0,901,3.832734788235809
2018-01-01,1336efc61c316ddf92c899eb817f7cae,25,22,32,36.12717592576519,51.9576,40.591875,159.0,14.0,1,159.0,14.0,2583.4699999999993,901,4.250990980208434
2018-01-01,134a288e7de827ec5ec62e3ec9c3a295,6,6,6,105.08665509242564,93.39166666666667,93.39166666666667,145.35,10.0,1,145.35,10.0,877.45,901,3.796766203735024
2018-01-01,1354d51653f645349064725ed204e85e,6,5,6,7.1920370371080935,135.83333333333334,135.83333333333334,400.0,40.0,1,400.0,40.0,950.0,901,31.862219907529653
2018-01-01,139157dd4daa45c25b0807ffff348363,1,1,1,122.53493055561557,29.9,29.9,29.9,29.9,1,29.9,29.9,29.9,901,
2018-01-01,13d058e4eeac2ce8217660b2f8a05812,11,11,11,18.357152777723968,191.80818181818185,191.80818181818185,229.99,89.99,1,229.99,89.99,2679.8399999999992,901,15.626465277839452
2018-01-01,13f57c12a00ed4610db646b913a7f5c6,4,4,9,21.541886574123055,92.6,41.15555555555555,42.5,37.9,2,127.5,37.9,370.4,901,12.012181713012978
2018-01-01,13fa2a6c6b9d0f43cb588d7c82117a12,7,7,8,95.12042824085802,494.2857142857143,432.5,459.0,399.0,1,918.0,399.0,4528.0,901,6.388323412675943
2018-01-01,1430239a858e7682bbc43b20758af153,8,8,11,22.09714120393619,40.41125,29.39,39.9,12.9,1,119.69999999999999,12.9,323.29,901,11.511162551482105
2018-01-01,1464afc72f696af775557a821c2e253f,14,12,14,23.521527777891606,34.906428571428556,34.906428571428556,42.9,12.99,1,42.9,12.99,547.6599999999999,901,9.305868055528173
2018-01-01,14d7985702e72162bbf13b6beb74ab2b,13,11,13,3.509872685186565,124.23076923076923,124.23076923076923,349.0,55.0,1,349.0,55.0,2007.0,901,9.477944637299515
2018-01-01,14ee35374a7876217954b5fa08e50463,4,3,4,17.180775463115424,127.75,127.75,144.0,119.0,1,144.0,119.0,511.0,901,22.921813271629315
2018-01-01,152ee17e4c8aaf53dac99f3462e4999b,6,6,6,78.50089120352641,51.49333333333334,51.49333333333334,62.99,5.99,1,62.99,5.99,308.96000000000004,901,17.858421296440063
2018-01-01,1554a68530182680ad5c8b042c3ab563,68,55,72,8.43203703686595,116.19808823529395,109.74263888888873,329.9,29.9,1,329.9,29.99,16542.429999999968,901,1.8490693773601905
2018-01-01,157c3e4b42f81ac4a44e8b1ca2fe9876,5,5,8,0.4799768519587815,126.3,78.9375,104.0,32.5,1,270.0,32.5,631.5,901,11.571853780808548
2018-01-01,1588ac4010787100dddef64568f0ae35,1,1,1,9.141921296250075,199.99,199.99,199.99,199.99,1,199.99,199.99,199.99,901,
2018-01-01,15aac934c58d886785ac1b17953ea898,11,10,11,2.5214699073694646,152.0,152.0,990.0,10.0,1,990.0,10.0,1672.0,901,6.429486111132428
2018-01-01,15b3b1b81484422eb41df68ac87f1f50,1,1,1,37.040879629552364,43.35,43.35,43.35,43.35,1,43.35,43.35,43.35,901,
2018-01-01,15cd6eefe58588619aaed41dfa6621b1,7,7,9,124.40687499986961,74.58571428571427,58.0111111111111,69.9,34.9,1,124.80000000000001,34.9,522.0999999999999,901,4.736307870305609
2018-01-01,16090f2ca825584b5a147ab24aa30c86,59,47,59,13.348900462966412,149.29542372881355,149.29542372881355,349.0,24.49,1,349.0,24.49,11045.279999999997,901,2.2156142241417847
2018-01-01,160e4f13fd3a64b1b86807be88b5ffb0,1,1,1,46.17256944440305,349.0,349.0,349.0,349.0,1,349.0,349.0,349.0,901,
2018-01-01,165fc07beebdcb6190fba8a06db2a449,33,29,43,18.267048611305654,357.3363636363636,274.2348837209302,999.0,59.0,1,1458.0,59.0,11792.099999999999,901,2.5707257790831712
2018-01-01,1660ad786c27fd935378b6192a90b417,6,5,6,62.67400462972,123.33333333333333,123.33333333333333,130.0,90.0,1,130.0,90.0,740.0,901,14.27111805556342
2018-01-01,166e8f1381e09651983c38b1f6f91c11,2,2,2,132.98074074089527,39.4,39.4,39.9,38.9,1,39.9,38.9,78.8,901,26.920972221996635
2018-01-01,167fd940acebc789debd6eb418c46e38,2,2,2,11.455347222276032,163.94,163.94,299.98,27.9,1,299.98,27.9,327.88,901,19.231666666455567
2018-01-01,17306570e772e7718c92a562d33f5f1d,11,9,13,13.916539351921529,304.51818181818186,257.6692307692308,374.9,109.9,1,890.6999999999999,109.9,6933.699999999997,901,13.178596064820885
2018-01-01,1746c1ae87ac63d530c7c943d0ac42e2,1,1,1,19.08017361117527,229.9,229.9,229.9,229.9,1,229.9,229.9,229.9,901,
2018-01-01,1771297ac436903d1dd6b0e9279aa505,10,9,13,67.36893518501893,46.525999999999996,35.78923076923076,49.3,17.75,1,70.78,35.39,2687.72,901,8.524777199025266
2018-01-01,1782ce2db72c3dda627d5e7c898104e1,3,3,3,12.376782407518476,236.33333333333334,236.33333333333334,238.0,235.0,1,238.0,235.0,1362.8,901,7.269756944384426
2018-01-01,17908cf9b444ee34047cadd5c0f4a516,3,3,3,65.41848379606381,198.33,198.33,299.99,110.0,1,299.99,110.0,594.99,901,17.234062500065193
2018-01-01,17998cf586426bf0f2c3726cb0a4b211,1,1,1,156.82878472236916,19.9,19.9,19.9,19.9,1,19.9,19.9,19.9,901,
2018-01-01,17a053fcb14bd219540cbde0df490be0,34,28,43,1.4111458333209157,327.21352941176445,258.72697674418583,419.9,149.9,1,1326.5,149.9,11125.259999999991,901,4.1162087087066395
2018-01-01,17ca9b9e9b9ef8fdb529001b49ebb50f,39,34,46,0.5474999998696148,81.7338461538461,69.29608695652169,215.97,19.97,1,365.90999999999997,19.97,3187.619999999998,901,3.408371823872331
2018-01-01,17e34d8224d27a541263c4c64b11a56b,104,64,108,12.44396990723908,188.45423076923086,181.47444444444452,1011.86,9.83,1,1011.86,9.83,34349.65999999998,901,0.8836935626298544
