dtReference,idVendedor,mediaNota,minNota,maxNota,pctAvaliacao
2018-01-01,0015a82c2db000af6aaaf3ae2ecb0532,3.6666666666666665,1.0,5.0,1.0
2018-01-01,001cca7ae9ae17fb1caed9dfb1094831,4.135416666666667,1.0,5.0,0.9795918367346939
2018-01-01,002100f778ceb8431b7a1020ff7ab48f,3.948717948717949,1.0,5.0,1.0
2018-01-01,003554e2dce176b5555353e4f3555ac8,5.0,5.0,5.0,1.0
2018-01-01,004c9cd9d87a3c30c522c48c4fc07416,4.186046511627907,1.0,5.0,0.9772727272727273
2018-01-01,00ee68308b45bc5e2660cd833c3f81cc,4.476190476190476,1.0,5.0,1.0
2018-01-01,010543a62bd80aa422851e79a3bc7540,4.5,4.0,5.0,1.0
2018-01-01,013900e863eace745d3ec7614cab5b1a,5.0,5.0,5.0,1.0
2018-01-01,014c0679dd340a0e338872e7ec85666a,4.0,3.0,5.0,1.0
2018-01-01,014d9a685fd57276679edd00e07089e5,1.0,1.0,1.0,1.0
2018-01-01,0176f73cc1195f367f7b32db1e5b3aa8,4.0,3.0,5.0,1.0
2018-01-01,01bcc9d254a0143f0ce9791b960b2a47,4.375,3.0,5.0,0.8888888888888888
2018-01-01,01c97ebb5cdac52891c0ed1c37ba0012,4.666666666666667,4.0,5.0,1.0
2018-01-01,01cf7e3d21494c41fb86034f2e714fa1,3.8421052631578947,1.0,5.0,1.0
2018-01-01,01ed254b9ff8407dfb9d99ba1e17d923,5.0,5.0,5.0,1.0
2018-01-01,01fdefa7697d26ad920e9e0346d4bd1b,4.375,1.0,5.0,1.0
2018-01-01,0241d4d5d36f10f80c644447315af0bd,4.384615384615385,1.0,5.0,1.0
2018-01-01,0249d282d911d23cb8b869ab49c99f53,4.2,2.0,5.0,1.0
2018-01-01,028872bfa080090a9d0abd4f1af168f8,5.0,5.0,5.0,1.0
2018-01-01,02c988090b766852e088c69d7fb3b551,4.2,1.0,5.0,0.8333333333333334
2018-01-01,02d35243ea2e497335cd0f076b45675d,2.9,1.0,5.0,1.0
2018-01-01,02dcd3e8e25bee036e32512bcf175493,1.0,1.0,1.0,1.0
2018-01-01,02ecc2a19303f05e59ce133fd923fff7,4.75,3.0,5.0,1.0
2018-01-01,02f5837340d7eb4f653d676c7256523a,4.916666666666667,4.0,5.0,1.0
2018-01-01,04308b1ee57b6625f47df1d56f00eedf,3.857142857142857,1.0,5.0,1.0
2018-01-01,0432ead42b6c8a0bdf68154add917fdf,4.533333333333333,1.0,5.0,1.0
2018-01-01,048c2757535328e0d7dac690ad3c0aae,4.5,1.0,5.0,0.9333333333333333
2018-01-01,04aa0a1c5ce6b222003403a3e11c3cc0,3.6666666666666665,1.0,5.0,1.0
2018-01-01,04aba03279157f6d4e0fe8ccaf21963c,4.428571428571429,4.0,5.0,1.0
2018-01-01,04e38a233f726ef161074ab1c9b0399a,3.4,1.0,5.0,1.0
2018-01-01,04fdea0c111866e6cf812f1570d6b5bd,3.25,1.0,5.0,1.0
2018-01-01,0509040ea3fe50071181bbc359eb7738,4.630434782608695,3.0,5.0,0.9583333333333334
2018-01-01,052577151711aec5c744fe12e66db3e1,2.25,1.0,5.0,1.0
2018-01-01,054694fa03fe82cec4b7551487331d74,2.6666666666666665,1.0,5.0,1.0
2018-01-01,056b4ada5bbc2c50cc7842547dda6b51,3.25,1.0,4.0,1.0
2018-01-01,058cb5aeb36d7c0fcae20fc85d5e0a59,4.0,4.0,4.0,1.0
2018-01-01,058fd0aa2bfdb2274e05e1ae971dabb6,4.324324324324325,1.0,5.0,1.0
2018-01-01,05a940b4ecae36cadfd8e93bd9c43257,4.714285714285714,4.0,5.0,1.0
2018-01-01,05d2173d43ea568aa0540eba70d2ca76,4.583333333333333,4.0,5.0,1.0
2018-01-01,05f51e13da97139648b8125c31e5f51b,4.089285714285714,1.0,5.0,1.0
2018-01-01,05feb94f19d094d4b0f9281f0b1d4c99,4.75,4.0,5.0,1.0
2018-01-01,05ff92fedb5be47920fea08e501238b9,4.0,1.0,5.0,1.0
2018-01-01,062ce95fa2ad4dfaedfc79260130565f,3.5833333333333335,1.0,5.0,1.0
2018-01-01,06532f10282704ef4c69168b914b77be,4.5,4.0,5.0,1.0
2018-01-01,06579cb253ecd5a3a12a9e6eb6bf8f47,4.258064516129032,1.0,5.0,1.0
2018-01-01,066a6914e1ebf3ea95a216c73a986b91,3.625,1.0,5.0,1.0
2018-01-01,0691148aee60ca47977c187804f935ae,4.2,3.0,5.0,1.0
2018-01-01,06bb3a2fe5e7b7a845b13e8fb91bd944,4.777777777777778,4.0,5.0,1.0
2018-01-01,06e5eefc71ec47ae763c5c6f8db7064f,4.111111111111111,1.0,5.0,0.9473684210526315
2018-01-01,070d165398b553f3b4b851c216b8a358,3.3333333333333335,1.0,5.0,1.0
2018-01-01,0761743cbffb25d7148189e9f1a5f03a,4.0,4.0,4.0,1.0
2018-01-01,077c5fae4bea9500e3737b16f71b9d3a,4.333333333333333,3.0,5.0,1.0
2018-01-01,07bf9669d84d1f11be443a9dd938f698,4.375,1.0,5.0,1.0
2018-01-01,080102cd0a76b09e0dcf55fcacc60e05,4.777777777777778,3.0,5.0,1.0
2018-01-01,080199a181c46c657dc5aa235411be3b,4.695652173913044,3.0,5.0,0.9583333333333334
2018-01-01,08061dc0fc165ed41288cc7acde738ee,5.0,5.0,5.0,1.0
2018-01-01,081acf3de680d554796c9cf041be7bc2,3.0,3.0,3.0,1.0
2018-01-01,082e0bf4cb865a6533b1e8e498cc0255,3.0,1.0,5.0,1.0
2018-01-01,08633c14ef2db992c11f840f04fad4cd,4.333333333333333,4.0,5.0,1.0
2018-01-01,0885aaf116795758dfeb5f1032487bcd,5.0,5.0,5.0,1.0
2018-01-01,0887a9f087bcd5d9f6642b52f897fc6c,4.0,3.0,5.0,1.0
2018-01-01,08d0949a9a17c027262db1f3c450c26c,4.0,4.0,4.0,1.0
2018-01-01,08d2d642cf72b622b14dde1d2f5eb2f5,4.142857142857143,3.0,5.0,0.9333333333333333
2018-01-01,091065b789659bc3cd9af9cb3a6253ff,5.0,5.0,5.0,1.0
2018-01-01,093805f8f2aeb63881444571e1f48f30,4.15,1.0,5.0,1.0
2018-01-01,09883d9ab71c8fe8a9bfc7fc3075b07e,3.75,1.0,5.0,1.0
2018-01-01,099095b050cfe8eb1ddff5317587e96e,5.0,5.0,5.0,1.0
2018-01-01,09f952a5f58d2285b0372551ae8f9b01,4.166666666666667,1.0,5.0,1.0
2018-01-01,0ac4201fda2c68ebc0e47cb9423cf3c9,4.333333333333333,3.0,5.0,1.0
2018-01-01,0ad80de75c811326389cfb1daba7d45e,5.0,5.0,5.0,0.8
2018-01-01,0adac9fbd9a2b63cccaac4f8756c1ca8,4.064516129032258,1.0,5.0,1.0
2018-01-01,0ade5cc4a305ed7093a23f68ca47519c,5.0,5.0,5.0,1.0
2018-01-01,0aea4c6ae1505b3228ddf3dd7822ee5b,5.0,5.0,5.0,1.0
2018-01-01,0afccdb8a34ee5c79f7c06faf2b4d56e,4.166666666666667,1.0,5.0,0.9230769230769231
2018-01-01,0b18d63d0cd1d723567903fd34a07df2,4.8,4.0,5.0,1.0
2018-01-01,0b35c634521043bf4b47e21547b99ab5,3.3333333333333335,2.0,5.0,1.0
2018-01-01,0b3f27369a4d8df98f7eb91077e438ac,3.6666666666666665,3.0,5.0,1.0
2018-01-01,0b90b6df587eb83608a64ea8b390cf07,3.8461538461538463,1.0,5.0,1.0
2018-01-01,0bae85eb84b9fb3bd773911e89288d54,4.147540983606557,1.0,5.0,1.0
2018-01-01,0bb738e4d789e63e2267697c42d35a2d,4.3076923076923075,3.0,5.0,1.0
2018-01-01,0be8ff43f22e456b4e0371b2245e4d01,4.12280701754386,1.0,5.0,1.0
2018-01-01,0bf0150d5b9d60d9cd2906003332f085,3.7058823529411766,1.0,5.0,0.9444444444444444
2018-01-01,0bfd0b434243adc5c2e1aa6baf19c6aa,3.6,2.0,4.0,1.0
2018-01-01,0c7533c71df861ec58ad7ff999ed0e8d,4.2,1.0,5.0,1.0
2018-01-01,0c8380b62e38e8a1e6adbeba7eb9688c,3.8,1.0,5.0,1.0
2018-01-01,0cbcee27c791afa0cdcb08587a2013a8,4.111111111111111,1.0,5.0,1.0
2018-01-01,0d33a55da925bbf1ff02af5f6059fc7f,4.333333333333333,3.0,5.0,1.0
