timestamp,open,high,low,close,volume
2025-07-04 21:00:00,107692.01,107941.99,107689.91,107911.2,255.84136
2025-07-04 22:00:00,107911.19,108279.33,107886.84,108254.95,374.4163
2025-07-04 23:00:00,108254.95,108254.96,107958.0,107984.24,189.00934
2025-07-05 00:00:00,107984.25,108224.56,107955.07,108196.01,182.76266
2025-07-05 01:00:00,108196.0,108196.01,107894.61,107981.13,148.43092
2025-07-05 02:00:00,107981.14,108095.59,107756.31,108067.87,246.24667
2025-07-05 03:00:00,108067.88,108259.99,108067.87,108154.72,189.1976
2025-07-05 04:00:00,108154.72,108420.56,108032.0,108137.66,171.53463
2025-07-05 05:00:00,108137.65,108166.31,108000.0,108125.63,147.7334
2025-07-05 06:00:00,108125.63,108287.48,108059.71,108270.82,183.20807
2025-07-05 07:00:00,108270.82,108270.82,108000.99,108053.46,157.65432
2025-07-05 08:00:00,108053.46,108125.37,107922.8,108029.97,140.43625
2025-07-05 09:00:00,108029.96,108123.62,107870.42,108078.06,184.41899
2025-07-05 10:00:00,108078.07,108216.22,108053.3,108085.23,189.72643
2025-07-05 11:00:00,108085.24,108219.19,108085.23,108112.21,160.79807
2025-07-05 12:00:00,108112.2,108152.95,107971.0,108148.57,94.22384
2025-07-05 13:00:00,108148.56,108232.29,108100.44,108125.99,170.43426
2025-07-05 14:00:00,108126.0,108223.22,108103.84,108193.23,140.40955
2025-07-05 15:00:00,108193.23,108193.24,108047.42,108058.0,159.40315
2025-07-05 16:00:00,108058.0,108112.8,107864.75,108101.99,216.8031
2025-07-05 17:00:00,108101.99,108159.0,107941.0,108090.08,128.19149
2025-07-05 18:00:00,108090.08,108098.0,107965.51,108010.0,120.9452
2025-07-05 19:00:00,108010.01,108167.23,107953.03,108141.78,120.25631
2025-07-05 20:00:00,108141.78,108159.39,107993.39,108096.75,99.85777
2025-07-05 21:00:00,108096.74,108140.0,108061.53,108090.0,83.77406
2025-07-05 22:00:00,108089.99,108200.0,108048.25,108188.47,91.98951
2025-07-05 23:00:00,108188.46,108250.0,108181.61,108198.12,208.53945
