timestamp,Open,High,Low,Close,Volume,SMA_20,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,RSI_14
2025-07-05 16:00:00,-1.8704681723216774,-1.9068082344788684,-1.8804296589271943,-1.8706158091628564,-0.7410179953307018,-1.8030663899017785,-1.7674134502589323,-1.8511539245089637,-1.9130822988209906,-1.138717864347665,-0.5316089059679703,-0.07934109292522883
2025-07-05 17:00:00,-1.8599378439546135,-1.8958603338583424,-1.861842620911001,-1.8734772709446739,-0.8717719379861776,-1.800952956513268,-1.7703184933209013,-1.853954951849163,-1.915757285139099,-1.1381959517264417,-0.5347284816172918,-0.14388538499822345
2025-07-05 18:00:00,-1.862788860341332,-1.910315354158172,-1.8558679546581904,-1.8927170576355123,-0.8824644531896024,-1.8038469944633715,-1.7833299315555249,-1.8595095964241268,-1.9141564762579784,-1.0623497901211894,-1.2493783657129005,-0.5619919821932349
2025-07-05 19:00:00,-1.8819560208857917,-1.893910090955596,-1.8589101347820203,-1.8610559800865787,-0.8834809687856505,-1.8019856891412283,-1.7779643371538614,-1.8619734852368008,-1.9240535521499302,-1.1436196658804132,1.149613255890009,0.09503591985872044
2025-07-05 20:00:00,-1.8504129117944554,-1.895767916515442,-1.84907180226617,-1.8718747562440263,-0.9135807438536742,-1.803158427279328,-1.775475597668766,-1.8601177866655463,-1.9228186421310505,-1.1497859910812598,0.10386485999976874,-0.1394238457506374
2025-07-05 21:00:00,-1.8611945892132422,-1.9003627172304205,-1.8324616938016007,-1.873496491510799,-0.9373136214644896,-1.801872148807691,-1.7758126993547794,-1.8606919757202394,-1.923613107040456,-1.1523456126899994,0.015826015951155306,-0.17512197302318944
2025-07-05 22:00:00,-1.862810404545765,-1.8861446644764897,-1.8356988854718306,-1.8498383771820421,-0.9251910285199654,-1.8004472826032276,-1.779253220420224,-1.8559801774640914,-1.9111822960257638,-1.0673119362907386,1.1588673160865988,0.2966647576192466
2025-07-05 23:00:00,-1.8392386510948744,-1.8742962871815474,-1.8031904606870497,-1.84751989639325,-0.7532117114614089,-1.799934519806598,-1.762959334680747,-1.846971299651846,-1.9091985259322752,-1.1406950549394506,1.009102425614648,0.340449335617135
2025-07-06 00:00:00,-1.836926239819,-1.8742962871815474,-1.819924889012447,-1.84538881612417,-0.9283920440853226,-1.7991153989611992,-1.7630567882404766,-1.8438484582626489,-1.903038702265511,-1.1068737662918782,0.796851862044931,0.38280862480162214
2025-07-06 01:00:00,-1.8348029387820384,-1.8818200067638358,-1.8267600437137483,-1.842683521442118,-0.919535348168738,-1.7980211111680204,-1.7545215293924386,-1.8380299453231017,-1.8998636925795054,-1.1337449730543017,0.6486635812223733,0.4391962929457633
2025-07-06 02:00:00,-1.8321075194273424,-1.8699479327143023,-1.8328297780954284,-1.8806993986660343,-0.8634925793688858,-1.8005116733230824,-1.7617365575116233,-1.83946565740481,-1.8957812724430791,-1.0744422181104716,-1.808511108761484,-0.5129309275370699
2025-07-06 03:00:00,-1.8699894122231522,-1.9098414190663744,-1.8411299570390538,-1.8829890486056406,-0.9461145255207095,-1.8005467633116987,-1.7768003230189484,-1.8460733809883356,-1.8942717022587294,-0.9885213612615618,-1.2024306603695862,-0.5625526444000011
2025-07-06 04:00:00,-1.8722659164916384,-1.9098414190663744,-1.8644143356791438,-1.897736027964828,-0.8884289144109673,-1.8010295164884316,-1.7949285961786317,-1.85608265991422,-1.8964519383859322,-0.9066721021310195,-1.190643554102995,-0.8765498553918728
2025-07-06 05:00:00,-1.8869614577158704,-1.9311376924163026,-1.8566772525757462,-1.8943147671946279,-0.937258006674298,-1.8019122010169217,-1.8001422697987068,-1.865834774934866,-1.9104326154713682,-0.9553432650513272,-0.7300866427181304,-0.7830600075406952
2025-07-06 06:00:00,-1.8835478982133869,-1.8818792486503104,-1.852896466219929,-1.8658130702024458,-0.8293700060622896,-1.8014780067133216,-1.7879483594409562,-1.8704450485207933,-1.931003042938529,-1.1296769419626487,1.3700225874570453,-0.07880012746957742
2025-07-06 07:00:00,-1.8551502429693612,-1.8874266588998032,-1.837668502090465,-1.8854348656450122,-0.8539714718954015,-1.8023274916229464,-1.7886163592135418,-1.8713889406198811,-1.9322006089309607,-1.1327104060802464,-0.08680471704830148,-0.5213491504612819
2025-07-06 08:00:00,-1.8747028053931336,-1.9179717755661632,-1.8549416498127926,-1.8938534736076351,-0.7089206621285868,-1.8040205540367023,-1.7916339719388656,-1.8735544809912896,-1.9335337680881315,-1.1243398378646228,-0.5628190903857486,-0.6981754312503096
2025-07-06 09:00:00,-1.8830906823192943,-1.9202656214104659,-1.8918743990565088,-1.9311557873141747,-0.7683186155911489,-1.8072812055715854,-1.8180735194924988,-1.8802158402496565,-1.9212939379437435,-0.9214134770065197,-1.6109722271114653,-1.3690724595342758
2025-07-06 10:00:00,-1.9202592225683024,-1.907234776061487,-1.8962109683195676,-1.8972987600854927,-0.7386450631855511,-1.8096713418332975,-1.8187598322865715,-1.8808106215723615,-1.9217958153826802,-0.9205804224596056,-0.1800473913794796,-0.5923898845154572
2025-07-06 11:00:00,-1.886523392225723,-1.9147774530474477,-1.8596511786583363,-1.8768576880118595,-0.9344305944182693,-1.8094585570875064,-1.8154769045801713,-1.8830120786903088,-1.9291994806172035,-0.977634736702049,0.8808414865277839,-0.1957660310294475
2025-07-06 12:00:00,-1.8661593314349503,-1.8783247354618278,-1.83630585891,-1.8391421321336383,-0.7585211163333511,-1.8079108168488298,-1.8293503004006255,-1.8737848270591055,-1.898059693627017,-0.7373915491791777,1.3523890233570677,0.42192357423787114
2025-07-06 13:00:00,-1.8285766637007188,-1.6664686404018823,-1.8006943128931359,-1.7096003215946032,0.3175296182938855,-1.7998520524259447,-1.8867593512072256,-1.8370587564966496,-1.7720316312892839,0.23970408282568004,1.5496418249313229,1.6987395337301083
2025-07-06 14:00:00,-1.6995077287393008,-1.6848952367709753,-1.6982766863684995,-1.6708997117024924,-0.23355059429169572,-1.788944028186574,-1.8637771784572355,-1.785183481133403,-1.6931377169155006,0.5443935307290575,1.159555899025124,1.9399241858883285
2025-07-06 15:00:00,-1.660950784204569,-1.6965421916519057,-1.6851475340071593,-1.6774491196094872,-0.3326924940660489,-1.7799150314858228,-1.8084058693015637,-1.7413621770143746,-1.6607388230009033,0.43150974930492164,0.718099070788492,1.8212322649384196
2025-07-06 16:00:00,-1.6674738905469753,-1.7070848777689431,-1.6748753008005708,-1.689238534356235,-0.7075014004238924,-1.7709337666214406,-1.721940880804192,-1.7039651816265482,-1.670435054272869,-0.06668889926992425,0.32309399328240646,1.6028948285224978
2025-07-06 17:00:00,-1.679222663364785,-1.704480604439517,-1.6702047742643042,-1.6742705184866138,-0.8496342265411534,-1.7611366890587306,-1.590311571351441,-1.6711023163219765,-1.7319552876741264,-1.0733265916623453,0.5538392266931905,1.7128029456083023
2025-07-06 18:00:00,-1.6643068924952318,-1.7136322910621293,-1.7824558580161334,-1.7836427474485286,-0.534786209237755,-1.7578814723368994,-1.6635840054023285,-1.6858607469204114,-1.6908419897584541,-0.4764511906734937,-1.8154694974338057,0.07296774097206524
2025-07-06 19:00:00,-1.7732798723210534,-1.7840235005713825,-1.7724566409745028,-1.7657508029571858,-0.7912940902925077,-1.7538604195671996,-1.6912545017496456,-1.7047668434093262,-1.701218670018313,-0.3897751267256665,-0.9690703671276285,0.24757186213271926
2025-07-06 20:00:00,-1.7554580276534522,-1.734485435101228,-1.7165931458640635,-1.735235751663439,-0.8716162637923542,-1.7484435650280543,-1.6937749516800347,-1.7162851045798606,-1.721195654192454,-0.4840262558307193,-0.1895221946271698,0.5317229023080023
2025-07-06 21:00:00,-1.7250495799956218,-1.53069334562822,-1.685242602136029,-1.6048290156487903,0.13519436691921358,-1.7367469021556192,-1.7238162838680178,-1.6994602638304697,-1.6598968088398374,-0.0005657768040573383,1.3774965931449126,1.4359154978206965
2025-07-06 22:00:00,-1.5951236644578397,-1.5717621910079485,-1.554002269053559,-1.5999085507208646,-0.3761611704917456,-1.7229388144125468,-1.7371406632285082,-1.6846381408681725,-1.6184102846109205,0.2901503839274035,1.0121140957526629,1.4630630738642587
2025-07-06 23:00:00,-1.590218767248451,-1.630650995839273,-1.6091710355299527,-1.605888549356416,-0.6284022358535886,-1.7093122021661573,-1.6870719685667046,-1.649207467630945,-1.5972622890692503,0.14530860078877997,0.6111257220889037,1.3824457240299102
2025-07-07 00:00:00,-1.5961745428741025,-1.6283192351876257,-1.6524465353203106,-1.6973712363977522,-0.6866692273649087,-1.699459122399393,-1.6404348678943015,-1.6355777806537886,-1.6152006083162647,-0.1903514885765087,-0.8313961870172103,0.3054333188323528
2025-07-07 01:00:00,-1.6873256780323227,-1.6754805161724151,-1.6817616460328,-1.6502664339676116,-0.618799941705752,-1.6874578736998376,-1.584548161154378,-1.6186413585451453,-1.6355241153809803,-0.5858472420815992,-0.5091131907705149,0.6466713012654024
2025-07-07 02:00:00,-1.640392825573894,-1.578089224483447,-1.5990353104058432,-1.5672840422949275,-0.4207756827632221,-1.6727774984619448,-1.5923569106630349,-1.611157745235985,-1.6135479002266058,-0.4282600874880557,1.0358802632015405,1.1499245643251108
2025-07-07 03:00:00,-1.5577109565585863,-1.53069334562822,-1.5148390752478977,-1.5612896282347832,-0.579053206538735,-1.6568374280771188,-1.5973976702418569,-1.603460068117444,-1.5937920796599503,-0.296821815749576,0.8698067271273757,1.1829918484308697
2025-07-07 04:00:00,-1.5517432119304673,-1.5905181722658441,-1.5723187285491231,-1.6239342583767564,-0.7893064038205652,-1.6435639605309929,-1.600593226506916,-1.607057010560977,-1.5977366683484304,-0.30150843358647983,-0.13986631373969816,0.5283103573923299
2025-07-07 05:00:00,-1.614156772174713,-1.6487861221269113,-1.5951131406788823,-1.6356443882882357,-0.7881652160668284,-1.6290319793190295,-1.5579173222281182,-1.5947533698660994,-1.6144785077574182,-0.6097132228151873,-0.7482622368607721,0.4138687917251435
2025-07-07 06:00:00,-1.6258241557757707,-1.6551321130060823,-1.6599496045680273,-1.7090405226062204,-0.5469417519903178,-1.619774247877663,-1.6049088263413855,-1.606468454807672,-1.5924829905279205,-0.2513014769278775,-1.5424214219283576,-0.24364042040853798
2025-07-07 07:00:00,-1.69895236702501,-1.6820966500539105,-1.687809441615511,-1.6401876496059657,-0.5420621997193492,-1.6081358320233725,-1.6061962738933662,-1.620999891567967,-1.6194882548011067,-0.38904486651225934,-0.18828634916718717,0.2591201880162656
2025-07-07 08:00:00,-1.630353226307819,-1.6757506591747398,-1.6377012247681841,-1.652051544046446,-0.7488484367917194,-1.5989355205633806,-1.5896698125357673,-1.639090917355396,-1.6703752624615062,-0.746222055233337,-0.06924782786052776,0.1556783206400329
2025-07-07 09:00:00,-1.642171419339917,-1.6937957377949355,-1.6619240964753192,-1.6911269549779882,-0.6780281734074272,-1.5980270797469531,-1.602070719272146,-1.6524840326953403,-1.6845843913137344,-0.7587916123617265,-0.8421175906596113,-0.17857536486891762
2025-07-07 10:00:00,-1.6811065843524808,-1.7204285202785068,-1.6865418665639154,-1.7355552935752627,0.3661459312325778,-1.6012065635303878,-1.6349569858627822,-1.672398671427113,-1.6919528752203168,-0.6295117126243243,-1.3159011785668135,-0.5295981322389887
2025-07-07 11:00:00,-1.7253679554611414,-1.743727169391283,-1.7079005061833092,-1.7408721826795126,-0.5366149309618247,-1.6043254373334825,-1.6536250293703736,-1.6787434844259632,-1.6864997589616966,-0.5043585798552753,-1.1133958154912555,-0.570876365755319
2025-07-07 12:00:00,-1.7306678297518157,-1.7814002698382805,-1.77339757168588,-1.81178646139664,0.2522446718106765,-1.6103518179712075,-1.7132938838489074,-1.7129472416013711,-1.6961207874224469,-0.24894879589034666,-1.4780460753962745,-1.0841514655686675
2025-07-07 13:00:00,-1.8013208512916767,-1.7979927374021187,-1.8427729293174702,-1.7661400194212136,0.011236126656728952,-1.6148695653946012,-1.7080146087272197,-1.735687809950946,-1.7453288677628456,-0.5403564761161235,-0.45201724776106433,-0.6691863793105985
2025-07-07 14:00:00,-1.7558434295327652,-1.7771395933630203,-1.8547734523540225,-1.841508664337745,-0.2704664938460045,-1.6177151626196804,-1.7418918950970466,-1.7656624899437132,-1.7712979808077283,-0.5054217614579223,-1.4050347755681143,-1.1664121299623416
2025-07-07 15:00:00,-1.8309369509864484,-1.7862746922574215,-1.7930669237845906,-1.824822810370729,-0.5235757342664068,-1.6206200701958882,-1.752754881097099,-1.7834556461798323,-1.795520178746911,-0.5797748183663025,-0.723448596870181,-1.0144842010403217
2025-07-07 16:00:00,-1.8143120065651601,-1.8165804717024248,-1.870313434957725,-1.9006671642988462,-0.11621556056193723,-1.6287552764458315,-1.7976436515905183,-1.8153066170118628,-1.814647020519885,-0.4510507879017148,-1.516555809538909,-1.4655527287891466
2025-07-07 17:00:00,-1.8898795005163824,-1.8496516624080672,-1.8935319972009044,-1.9087782432034774,-0.4973837208478515,-1.6437021938194833,-1.8350773771146072,-1.8346394044496859,-1.8165540259011408,-0.26775238598051226,-1.0870599123984594,-1.510432766431236
2025-07-07 18:00:00,-1.897958577178996,-1.9098414190663744,-1.9661250453480839,-1.8892261223131117,-0.33471885561495945,-1.6579295892043195,-1.8216676807091134,-1.8591734156765063,-1.8769899121239526,-0.6632525101305524,-0.49891467705004455,-1.3129934635532337
2025-07-07 19:00:00,-1.8784802225704975,-1.8589597476109738,-1.8450253126783809,-1.881501857301744,-0.6008127551174741,-1.671483067770728,-1.8218166790110732,-1.8671450178486657,-1.8923351080972033,-0.7454125850014035,-0.08774488910738773,-1.233145677594289
2025-07-07 20:00:00,-1.870786547787197,-1.900244233457471,-1.8799640688601649,-1.9223047166137417,-0.7355516915295721,-1.682544330108534,-1.8106562147808973,-1.8865754988370744,-1.940713733630296,-1.0649122472189545,-1.4095559374096858,-1.4984268548022468
2025-07-07 21:00:00,-1.9114380677529734,-1.8830640863798047,-1.8962109683195676,-1.855008709469591,-0.6418867640342759,-1.692612675731397,-1.8192693969284983,-1.8774746741536843,-1.9148294719817858,-0.8802461043542483,1.3089524553341496,-0.8216827198654435
2025-07-07 22:00:00,-1.844390109755007,-1.8908840153944666,-1.8540275331890455,-1.8904994848188745,-0.7320551901129053,-1.7085070227977162,-1.8121928885405585,-1.8738312793846286,-1.9144909124519303,-0.9150075871459915,-0.18703356091250956,-1.0682577352757059
2025-07-07 23:00:00,-1.87974893683159,-1.8624479098866051,-1.8427729293174702,-1.8319464326906993,-0.825569519426006,-1.7218167618135578,-1.8195693209716586,-1.8624140639943625,-1.8852843017901009,-0.7189247881706206,1.190957516456434,-0.5388056335493726
2025-07-08 00:00:00,-1.8214096250257954,-1.8091302120593646,-1.8002969768673496,-1.8230449080041908,-0.4564685291204451,-1.7316081682669955,-1.8203647068464315,-1.8507621925267002,-1.8618896907186986,-0.5884342290314378,0.9123599677924057,-0.46229022339095277
2025-07-08 01:00:00,-1.8125405942006145,-1.8624479098866051,-1.9231152487896943,-1.9659882582736856,-0.5769895569625456,-1.7478530607751621,-1.8592707080853048,-1.8594693696680002,-1.8417512093359725,-0.27837182678413674,-1.6461315864767774,-1.3939106364437122
2025-07-08 02:00:00,-1.9549621483099047,-1.9465713886806955,-1.9865110648798092,-1.951291732900577,0.5484653053150647,-1.759765934688571,-1.8931374151166933,-1.8786608845694286,-1.8467810336345596,-0.1299822187439323,-0.9508209601315941,-1.262145257736159
2025-07-08 03:00:00,-1.9403192706965107,-1.933538173656259,-1.9237782880474525,-1.9187801453006228,-0.7904973187812389,-1.7734659169111582,-1.900680322733384,-1.8842978982164544,-1.850548559271753,-0.11118881634394445,-0.3757416130994697,-0.9723270217453436
2025-07-08 04:00:00,-1.9079263624302913,-1.928978918073164,-1.9084016276138591,-1.8904970822481066,-0.8355874562934273,-1.785191644218608,-1.8941234861147271,-1.8959684463923234,-1.8794667457779817,-0.30136000873734387,0.264489041499446,-0.7278698726218833
2025-07-08 05:00:00,-1.87974893683159,-1.8813128962156123,-1.8498981636940375,-1.844439800671763,-0.775007264308672,-1.7927309114026069,-1.8840262952854498,-1.9002329614315578,-1.8973684923561043,-0.45047984090731125,1.3359838565579,-0.35163870179539586
2025-07-08 06:00:00,-1.8338573875874518,-1.8406350472866155,-1.8144913798008953,-1.8231097774148628,-0.6767455360971034,-1.7970364648207624,-1.86185718029474,-1.8717538547647294,-1.8631539207907089,-0.3804932448812821,1.0987672527322916,-0.18509766618754897
