timestamp,Open,High,Low,Close,Volume
2025-07-04 21:00:00,-1.808419859853212,-1.7949637315881177,-1.7762909149399142,-1.7676559884453493,-0.658309825465679
2025-07-04 22:00:00,-1.758143850712238,-1.7184639147688285,-1.7302632224630818,-1.688546346667812,-0.48202388126343754
2025-07-04 23:00:00,-1.6792913965544667,-1.7239903881662488,-1.7136312689940743,-1.7508467717604563,-0.7576693170129071
2025-07-05 00:00:00,-1.7413851809985812,-1.7308843065610644,-1.714316086639719,-1.7021106296827013,-0.7669562867716879
2025-07-05 01:00:00,-1.6928134822322665,-1.7373586937377732,-1.7284471702082442,-1.7515624982649747,-0.8179974528225066
2025-07-05 02:00:00,-1.7420985599037204,-1.7601313018037985,-1.7607714979873852,-1.73160040276597,-0.6725742980935192
2025-07-05 03:00:00,-1.7222019405365876,-1.7228497168002652,-1.6879517759131342,-1.711612992181593,-0.7573894299486125
2025-07-05 04:00:00,-1.7022823829409957,-1.6864366748050295,-1.6963355332337244,-1.7155391317851554,-0.7836490539793382
2025-07-05 05:00:00,-1.7061979385393018,-1.7440938705906004,-1.703814770319281,-1.7183076815759444,-0.8190344592236901
2025-07-05 06:00:00,-1.70895511360032,-1.716615709672852,-1.6898589813699485,-1.684894070260509,-0.7662940935426032
2025-07-05 07:00:00,-1.6756510996976925,-1.7203937583721125,-1.7035833814219454,-1.7349166789492818,-0.8042849788566336
2025-07-05 08:00:00,-1.7255096330806734,-1.7533779830604583,-1.721858429788186,-1.7403226003612229,-0.8298831678777733
2025-07-05 09:00:00,-1.7309001167690248,-1.753774836915423,-1.7341010059926076,-1.7292553053122586,-0.7644938128462488
2025-07-05 10:00:00,-1.7198645350564041,-1.7327755986470093,-1.69135716604865,-1.7276052220204918,-0.7566032157968492
2025-07-05 11:00:00,-1.7182198640757458,-1.7321020809617262,-1.6838942897942195,-1.721396121990939,-0.7996111503302535
2025-07-05 12:00:00,-1.7120357176826433,-1.747123566306216,-1.7105928289280667,-1.713028335590848,-0.8985873842215564
2025-07-05 13:00:00,-1.7036953778141983,-1.7291313463902789,-1.6803393149169894,-1.7182248322056464,-0.7852849794491028
2025-07-05 14:00:00,-1.708870242155015,-1.7311881832271507,-1.6795446459766503,-1.7027504109311127,-0.8299228628985778
2025-07-05 15:00:00,-1.693448871160639,-1.737986856696772,-1.6927314758631222,-1.7338718563349704,-0.8016849847280327
2025-07-05 16:00:00,-1.7244682375085423,-1.7562285276072596,-1.7354262333137045,-1.7237481235588417,-0.7163481978579618
2025-07-05 17:00:00,-1.7143777108085168,-1.7457515858361947,-1.7176046136957763,-1.7264890568928657,-0.8480875125574319
2025-07-05 18:00:00,-1.7171096538182309,-1.7595847773521036,-1.711875985540559,-1.7449184390413612,-0.8588606074003493
2025-07-05 19:00:00,-1.7354762933470107,-1.743885238849705,-1.7147928880039252,-1.7145909667695247,-0.859884783538254
2025-07-05 20:00:00,-1.7052505897038586,-1.7456631441199457,-1.7053597002297665,-1.724954042170957,-0.8902113928896668
2025-07-05 21:00:00,-1.7155819678027229,-1.7500602848329532,-1.6894335997607093,-1.7265074678640433,-0.914123123341523
2025-07-05 22:00:00,-1.717130298223845,-1.7364538669484528,-1.692537483151215,-1.703845863716162,-0.9019091735786448
2025-07-05 23:00:00,-1.6945430246582296,-1.7251151853780358,-1.6613677625971572,-1.7016250403178994,-0.7286338067969741
2025-07-06 00:00:00,-1.6923271917888927,-1.7251151853780358,-1.6774130634072644,-1.699583723888612,-0.905134312250246
2025-07-06 01:00:00,-1.6902925709243937,-1.7323152481752506,-1.6839667449034854,-1.6969923796954056,-0.8962108715733802
2025-07-06 02:00:00,-1.6877097263996785,-1.7209538892416913,-1.6897865262606828,-1.7334069793127422,-0.8397457600393671
2025-07-06 03:00:00,-1.724009472939321,-1.759131230089287,-1.6977449019720336,-1.73560018625424,-0.9229903517061558
2025-07-06 04:00:00,-1.7261908984659675,-1.759131230089287,-1.7200704246724214,-1.7497260038900382,-0.8648700172727886
2025-07-06 05:00:00,-1.740272676918218,-1.7795113763439534,-1.7126519563881837,-1.7464488510204743,-0.9140670894338779
2025-07-06 06:00:00,-1.7370016855396706,-1.7323719415831027,-1.709026863663279,-1.7191476821359115,-0.805366036323976
2025-07-06 07:00:00,-1.7097900651163027,-1.7376807122943727,-1.6944259905153185,-1.7379429823365555,-0.8301529007476074
2025-07-06 08:00:00,-1.728526010123306,-1.7669118333829066,-1.7109878261366485,-1.746006987712219,-0.6840089766165128
