timestamp,Open,High,Low,Close,Volume,SMA_20,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,RSI_14
2025-07-04 21:00:00,107692.01,107941.99,107689.91,107911.2,255.84136,,,,,,,
2025-07-04 22:00:00,107911.19,108279.33,107886.84,108254.95,374.4163,,,,,,,
2025-07-04 23:00:00,108254.95,108254.96,107958.0,107984.24,189.00934,,,,,,,
2025-07-05 00:00:00,107984.25,108224.56,107955.07,108196.01,182.76266,,,,,,,
2025-07-05 01:00:00,108196.0,108196.01,107894.61,107981.13,148.43092,,107796.50170721642,108065.50600000001,108334.5102927836,0.49785413077802887,0.3431697889894209,
2025-07-05 02:00:00,107981.14,108095.59,107756.31,108067.87,246.24667,,107874.59637511957,108096.84,108319.08362488043,0.4111935647340472,0.43482377724988186,
2025-07-05 03:00:00,108067.88,108259.99,108067.87,108154.72,189.1976,,107902.24911128652,108076.794,108251.33888871346,0.32300160331082706,0.7232262444760811,
2025-07-05 04:00:00,108154.72,108420.56,108032.0,108137.66,171.53463,,107956.44612129885,108107.478,108258.50987870115,0.27941060414183233,0.5999193026649778,
2025-07-05 05:00:00,108137.65,108166.31,108000.0,108125.63,147.7334,,107966.86600771324,108093.402,108219.93799228677,0.23412343389241216,0.6273471658837015,
2025-07-05 06:00:00,108125.63,108287.48,108059.71,108270.82,183.20807,,108018.3669735623,108151.34,108284.3130264377,0.24590176402381966,0.9492640470057635,
2025-07-05 07:00:00,108270.82,108270.82,108000.99,108053.46,157.65432,,108007.96171939444,108148.45800000001,108288.95428060558,0.25982114438574805,0.16191987577697978,
2025-07-05 08:00:00,108053.46,108125.37,107922.8,108029.97,140.43625,,107954.8386498975,108123.508,108292.1773501025,0.3119938544770489,0.2227178502106117,
2025-07-05 09:00:00,108029.96,108123.62,107870.42,108078.06,184.41899,,107940.20189395869,108111.58799999999,108282.97410604129,0.3170540905222921,0.40218576997160155,
2025-07-05 10:00:00,108078.07,108216.22,108053.3,108085.23,189.72643,,107931.72294574906,108103.508,108275.29305425094,0.31781587374748366,0.4467997955942502,
