Date,USEquity,Europe,EmergMarkets,GovBonds,CorpBonds
2021-04-16,348.79,134.43,52.08,192.3,104.62
2021-04-19,346.94,134.0,51.89,192.06,103.87
2021-04-20,344.58,131.35,51.46,192.1,104.01
2021-04-21,347.78,132.55,51.78,192.27,104.0
2021-04-22,344.58,133.83,51.6,192.43,104.49
2021-04-23,348.35,133.78,52.35,191.91,104.38
2021-04-26,348.97,134.03,52.41,191.66,104.19
2021-04-27,348.89,133.73,52.38,191.36,104.02
2021-04-28,348.6,133.83,52.78,190.74,103.36
2021-04-29,350.96,133.23,52.65,190.2,103.11
2021-04-30,348.43,132.49,51.72,191.05,104.14
2021-05-03,349.39,133.34,51.72,190.98,104.04
2021-05-04,347.06,130.83,51.14,191.7,104.61
2021-05-05,347.3,133.43,51.38,191.94,104.76
2021-05-06,350.14,133.31,51.87,191.42,104.56
2021-05-07,352.72,134.48,52.4,190.54,103.83
2021-05-10,349.04,134.11,51.46,190.39,103.55
2021-05-11,346.01,131.54,51.32,189.82,102.82
2021-05-12,338.59,131.58,49.9,190.04,103.06
2021-05-13,342.71,,49.84,189.95,103.39
2021-05-14,347.82,133.91,50.74,189.53,103.24
2021-05-17,346.94,133.56,50.69,189.34,103.18
2021-05-18,343.99,133.51,51.37,188.88,102.5
2021-05-19,342.97,131.22,51.22,188.94,102.35
2021-05-20,346.59,133.33,51.51,188.94,102.71
2021-05-21,346.32,134.19,50.92,189.44,103.11
2021-05-24,349.75,,51.34,,
2021-05-25,349.01,134.53,51.85,189.37,103.17
2021-05-26,349.67,134.39,52.23,189.92,103.56
2021-05-27,350.07,134.64,52.24,189.71,103.42
2021-05-28,350.34,135.69,52.58,189.76,103.57
2021-06-01,350.17,135.72,53.66,189.12,102.84
2021-06-02,350.68,136.28,53.74,189.59,103.4
2021-06-03,349.4,135.97,53.17,190.04,103.86
2021-06-04,352.49,136.31,53.65,190.21,104.02
2021-06-07,352.21,136.59,53.38,189.97,103.83
2021-06-08,352.27,136.53,53.12,190.42,104.32
2021-06-09,351.63,136.56,52.97,190.62,104.61
2021-06-10,353.27,136.54,53.39,190.98,105.05
2021-06-11,353.95,137.56,53.21,191.9,105.86
2021-06-14,354.6,137.76,53.35,191.27,105.29
2021-06-15,353.88,138.12,52.99,190.96,105.25
2021-06-16,351.98,138.39,52.27,191.29,105.71
2021-06-17,351.82,138.6,52.56,192.99,106.83
2021-06-18,347.2,136.11,52.19,194.02,107.82
2021-06-21,352.07,137.08,52.41,193.32,107.06
2021-06-22,353.87,137.44,52.17,192.99,106.87
2021-06-23,353.49,135.86,52.49,192.58,106.54
2021-06-24,355.54,137.41,52.97,192.78,106.79
2021-06-25,356.73,137.36,53.41,192.21,106.43
2021-06-28,357.55,136.33,53.46,192.82,107.03
2021-06-29,357.65,136.92,53.42,192.99,107.3
2021-06-30,358.12,135.48,53.08,193.81,108.22
2021-07-01,359.99,135.96,52.78,193.51,107.76
2021-07-02,362.69,136.14,52.72,194.08,108.12
2021-07-06,361.96,135.09,51.8,195.24,109.04
2021-07-07,363.18,135.95,51.74,195.88,109.38
2021-07-08,360.07,133.06,50.66,196.02,109.07
2021-07-09,364.13,135.6,51.54,195.14,108.55
2021-07-12,365.39,136.45,51.58,195.07,108.47
2021-07-13,364.1,136.49,51.63,195.75,109.0
2021-07-14,364.52,136.65,51.85,195.86,108.82
2021-07-15,363.34,135.21,51.98,195.62,109.02
2021-07-16,360.6,134.53,51.57,195.7,109.1
2021-07-19,354.87,130.95,50.71,196.74,109.84
2021-07-20,360.26,131.88,50.87,197.07,110.09
2021-07-21,363.22,134.22,51.2,196.16,109.39
2021-07-22,363.96,135.3,51.3,196.82,110.11
2021-07-23,367.65,136.97,50.53,196.61,110.0
2021-07-26,368.52,136.75,49.57,196.4,109.67
2021-07-27,366.79,135.49,48.57,196.76,109.6
2021-07-28,366.72,136.77,49.89,196.65,109.86
2021-07-29,368.26,137.23,50.14,196.09,109.17
2021-07-30,366.27,136.31,49.66,196.44,109.57
2021-08-02,365.6,137.22,50.02,196.85,109.75
2021-08-03,368.6,137.27,50.23,197.24,109.93
2021-08-04,366.89,138.16,50.49,197.36,109.85
2021-08-05,369.09,138.7,50.41,197.06,109.66
2021-08-06,369.71,139.15,49.99,197.16,109.62
2021-08-09,369.36,139.24,50.15,197.22,109.31
2021-08-10,369.73,139.59,50.22,197.33,109.25
2021-08-11,370.2,140.21,50.35,197.03,108.97
2021-08-12,371.74,140.88,49.91,197.15,109.36
2021-08-13,372.33,140.99,49.78,196.93,109.32
2021-08-16,373.31,140.08,49.33,197.55,109.96
2021-08-17,370.67,139.88,48.43,198.03,110.15
2021-08-18,366.69,139.65,48.5,198.18,110.24
2021-08-19,367.15,137.49,47.68,198.56,110.57
2021-08-20,370.14,138.25,47.64,198.59,110.79
2021-08-23,373.29,139.21,48.36,197.9,110.33
2021-08-24,373.85,139.27,49.46,197.72,110.07
2021-08-25,374.68,139.37,49.51,196.76,109.62
2021-08-26,372.5,139.0,49.04,196.56,109.5
2021-08-27,375.78,139.7,49.65,196.58,109.68
2021-08-30,377.4,139.96,49.76,196.76,109.91
2021-08-31,376.89,139.88,50.44,196.32,109.74
2021-09-01,377.01,140.91,51.08,195.68,109.16
2021-09-02,378.08,141.07,50.85,195.74,109.26
2021-09-03,377.95,140.07,51.12,195.35,108.75
2021-09-07,376.67,140.83,51.42,194.99,108.54
2021-09-08,376.17,139.24,50.67,195.3,109.01
2021-09-09,374.44,139.24,50.57,195.97,109.58
2021-09-10,371.55,139.01,50.52,195.68,109.52
2021-09-13,372.39,139.65,50.65,196.0,109.97
2021-09-14,370.25,139.72,50.23,196.3,110.24
2021-09-15,373.39,138.2,50.22,196.28,110.09
2021-09-16,372.81,139.0,49.65,196.55,109.79
2021-09-17,369.42,137.69,49.44,196.29,109.78
2021-09-20,363.14,134.79,48.11,196.8,110.08
2021-09-21,362.85,136.58,48.47,197.24,110.35
2021-09-22,366.3,138.34,49.07,196.95,110.26
2021-09-23,370.75,139.83,49.46,195.96,109.61
2021-09-24,371.29,138.62,48.87,195.5,109.67
2021-09-27,370.26,138.85,49.19,195.27,109.68
2021-09-28,362.72,135.29,48.55,194.79,109.04
2021-09-29,363.29,136.01,48.1,195.36,109.68
2021-09-30,358.96,134.94,48.48,195.58,109.29
2021-10-01,363.09,134.51,48.44,196.16,109.71
2021-10-04,358.37,133.21,47.72,196.01,109.64
2021-10-05,362.14,135.51,48.06,195.56,109.39
2021-10-06,363.63,133.75,47.79,196.36,109.96
2021-10-07,366.65,136.61,48.73,195.84,109.42
2021-10-08,365.94,135.78,48.91,194.96,108.65
2021-10-11,363.43,135.75,48.81,194.3,108.65
2021-10-12,362.55,135.17,48.56,194.72,109.03
2021-10-13,363.65,136.11,49.24,195.28,109.44
2021-10-14,369.85,138.3,49.39,195.44,109.89
2021-10-15,372.61,139.43,49.99,194.79,109.59
2021-10-18,373.87,138.38,49.86,194.46,109.31
2021-10-19,376.64,138.89,50.53,193.87,108.75
2021-10-20,378.02,139.07,50.52,193.72,108.46
2021-10-21,379.15,138.52,50.19,193.5,108.04
2021-10-22,378.74,139.63,50.08,193.62,108.37
2021-10-25,380.54,139.61,50.34,194.3,108.89
2021-10-26,381.23,140.8,50.08,194.33,109.16
2021-10-27,379.31,140.7,49.68,195.27,109.93
2021-10-28,383.03,141.13,49.73,194.66,109.06
2021-10-29,383.78,141.69,49.0,195.27,110.22
2021-11-01,384.47,142.68,49.39,194.61,109.57
2021-11-02,385.89,143.21,48.95,195.38,110.1
2021-11-03,388.38,143.65,49.18,195.26,110.05
2021-11-04,390.01,144.44,49.06,196.24,110.76
2021-11-05,391.46,145.43,49.0,197.06,111.49
2021-11-08,391.81,145.08,49.46,196.57,110.93
2021-11-09,390.44,144.82,49.26,197.45,111.57
2021-11-10,387.23,144.96,49.06,196.82,111.14
2021-11-11,387.44,145.27,49.91,197.01,111.14
2021-11-12,390.24,145.68,50.04,197.22,111.17
2021-11-15,390.23,146.21,49.88,197.2,110.75
2021-11-16,391.74,146.72,49.95,197.84,111.36
2021-11-17,390.72,146.69,49.69,198.23,111.5
2021-11-18,392.05,146.12,49.08,198.32,111.63
2021-11-19,391.5,145.22,49.0,199.64,112.46
2021-11-22,390.24,144.62,48.61,199.1,112.35
2021-11-23,390.89,142.79,48.56,198.23,111.5
2021-11-24,391.79,142.54,48.49,198.98,112.14
2021-11-26,382.89,136.32,46.87,199.93,111.96
2021-11-29,387.94,136.98,47.05,200.09,112.46
2021-11-30,380.58,135.44,47.0,200.51,112.77
2021-12-01,376.09,139.3,47.18,199.95,112.07
2021-12-02,381.43,136.93,47.75,200.43,112.39
2021-12-03,378.2,136.0,47.08,200.83,113.48
2021-12-06,382.64,137.9,47.45,201.16,113.71
2021-12-07,390.56,142.54,48.2,201.22,114.03
2021-12-08,391.77,141.1,48.39,199.12,112.13
2021-12-09,388.95,140.28,48.16,200.14,112.86
2021-12-10,392.67,139.97,48.2,200.06,112.76
2021-12-13,389.08,139.43,47.43,200.51,113.25
2021-12-14,386.17,138.15,47.32,200.63,113.01
2021-12-15,392.49,138.66,47.19,200.61,112.97
2021-12-16,389.06,140.06,47.25,199.93,111.86
2021-12-17,385.05,138.71,47.01,200.68,112.39
2021-12-20,380.67,136.9,46.31,200.35,111.75
2021-12-21,387.44,139.17,47.09,199.39,111.54
2021-12-22,391.38,140.57,47.31,198.84,111.65
2021-12-23,393.82,142.2,47.56,198.55,111.74
2021-12-27,399.27,142.93,47.77,198.28,111.84
2021-12-28,398.86,143.73,47.62,198.7,112.1
2021-12-29,399.42,142.83,47.4,197.31,110.9
2021-12-30,398.23,143.54,47.95,197.6,111.28
2021-12-31,397.18,,47.71,,
2022-01-03,399.71,144.39,48.05,197.4,110.91
2022-01-04,399.46,145.59,47.89,196.7,110.43
2022-01-05,391.72,146.4,47.11,196.34,110.28
2022-01-06,391.34,144.16,47.32,195.95,109.74
2022-01-07,389.75,143.53,47.75,195.01,108.89
2022-01-10,389.19,141.32,47.75,195.37,108.76
2022-01-11,392.76,142.72,48.85,195.16,108.92
2022-01-12,393.86,143.88,49.66,195.09,108.46
2022-01-13,388.25,143.86,48.96,194.38,107.95
2022-01-14,388.57,142.41,48.94,194.49,107.94
2022-01-18,381.43,141.93,48.07,194.67,107.85
2022-01-19,377.73,142.28,48.28,194.24,107.79
2022-01-20,373.56,143.32,48.56,194.85,107.89
2022-01-21,366.49,140.99,47.86,195.32,108.14
2022-01-24,367.51,135.15,47.18,195.89,108.46
2022-01-25,363.04,135.94,47.1,196.02,108.47
2022-01-26,362.49,138.82,46.5,195.58,108.36
2022-01-27,360.54,139.5,45.96,196.54,109.15
2022-01-28,369.32,137.9,46.19,196.52,108.79
2022-01-31,376.3,139.15,47.7,195.41,108.39
2022-02-01,378.88,140.82,47.99,194.98,108.12
2022-02-02,382.45,140.73,47.92,194.88,108.22
2022-02-03,373.12,138.03,47.41,191.73,105.66
2022-02-04,375.04,136.22,47.53,190.58,104.6
2022-02-07,373.66,137.35,47.43,190.66,104.43
2022-02-08,376.8,137.64,47.89,190.15,104.97
2022-02-09,382.27,140.14,48.64,190.32,105.06
2022-02-10,375.34,139.9,48.32,188.59,103.44
2022-02-11,368.22,138.51,47.58,189.19,103.71
2022-02-14,366.81,135.48,47.25,190.3,104.49
2022-02-15,372.59,138.12,48.28,189.57,103.96
2022-02-16,372.92,137.91,48.63,189.67,103.33
2022-02-17,365.02,137.11,48.06,190.43,103.8
2022-02-18,362.41,135.81,47.58,191.22,103.87
2022-02-22,358.73,132.85,46.91,191.02,103.79
2022-02-23,352.12,132.45,46.36,191.14,103.82
2022-02-24,357.39,127.64,45.41,193.48,104.81
2022-02-25,365.39,132.36,46.25,191.59,104.64
2022-02-28,364.49,130.81,45.64,193.02,105.85
2022-03-01,358.85,125.53,45.04,197.5,108.07
2022-03-02,365.55,127.35,45.11,195.37,106.49
2022-03-03,363.62,124.73,44.48,195.96,107.12
2022-03-04,360.74,118.53,43.58,199.35,109.15
2022-03-07,350.09,117.07,41.95,199.06,108.38
2022-03-08,347.56,116.84,42.09,197.3,106.42
2022-03-09,356.49,125.53,43.28,194.15,104.86
2022-03-10,354.96,121.71,42.47,193.7,104.39
2022-03-11,350.36,122.89,41.58,194.35,105.11
2022-03-14,347.76,124.7,40.57,192.28,103.5
2022-03-15,355.2,124.6,40.63,192.68,104.11
2022-03-16,363.15,129.66,43.9,191.53,104.36
2022-03-17,367.64,129.51,43.68,190.42,103.95
2022-03-18,371.93,130.08,44.3,190.91,104.22
2022-03-21,371.77,129.39,43.62,190.36,104.12
2022-03-22,375.97,130.87,44.41,189.39,103.41
2022-03-23,371.35,128.97,44.12,189.46,103.44
2022-03-24,376.68,128.78,44.35,189.1,103.52
2022-03-25,378.59,128.92,44.0,188.4,102.99
2022-03-28,381.29,129.57,44.15,188.17,103.46
2022-03-29,385.97,133.41,44.9,186.49,103.01
2022-03-30,383.54,131.97,44.77,186.56,103.17
2022-03-31,377.53,130.08,44.1,188.49,103.88
2022-04-01,378.82,130.62,44.83,188.04,104.17
2022-04-04,381.89,131.7,45.62,188.88,104.69
2022-04-05,377.09,130.6,44.78,188.38,104.39
2022-04-06,373.43,127.49,44.2,187.68,103.41
2022-04-07,375.02,126.73,43.84,187.51,103.36
2022-04-08,374.02,128.61,43.88,187.24,102.77
2022-04-11,367.71,127.99,43.34,185.9,101.54
2022-04-12,366.45,127.72,43.2,186.98,102.44
2022-04-13,370.55,127.6,43.77,187.08,102.11
2022-04-14,366.05,128.29,43.2,186.8,102.24
2022-04-18,365.97,,43.05,,
2022-04-19,371.85,127.69,42.84,185.11,100.64
2022-04-20,371.62,129.89,42.58,185.06,100.56
2022-04-21,366.14,130.93,41.76,184.04,99.62
2022-04-22,355.98,128.0,41.39,184.49,99.95
2022-04-25,358.01,125.25,41.09,187.11,102.01
2022-04-26,347.93,124.05,40.19,187.99,102.54
2022-04-27,348.66,124.49,40.66,188.69,102.71
2022-04-28,357.29,125.9,41.25,187.66,102.32
2022-04-29,344.33,126.76,41.39,187.5,102.11
2022-05-02,346.28,124.41,41.33,186.96,101.27
2022-05-03,347.96,125.37,41.64,186.92,102.12
2022-05-04,358.35,124.17,42.09,186.31,101.4
2022-05-05,345.57,123.22,40.53,186.46,100.81
2022-05-06,343.61,120.97,39.98,184.54,100.33
2022-05-09,332.6,117.56,38.82,185.27,100.19
2022-05-10,333.42,118.49,39.01,186.28,101.44
2022-05-11,327.93,121.6,38.74,186.12,101.36
2022-05-12,327.51,120.45,38.48,189.92,103.43
2022-05-13,335.32,123.45,39.55,188.86,102.75
2022-05-16,334.0,122.84,39.39,189.2,103.01
2022-05-17,340.74,124.72,40.36,186.43,100.69
2022-05-18,326.97,123.02,39.39,187.5,101.11
2022-05-19,325.07,121.11,40.01,187.49,101.11
2022-05-20,325.11,121.9,40.18,187.5,101.5
2022-05-23,331.15,123.61,40.48,185.45,100.07
2022-05-24,328.46,121.59,39.78,186.15,100.74
2022-05-25,331.56,122.57,39.98,186.79,102.17
2022-05-26,338.15,,40.6,185.64,102.1
2022-05-27,346.52,126.96,41.07,186.48,102.5
2022-05-31,344.35,126.31,41.65,184.2,101.44
2022-06-01,341.77,125.32,41.35,184.24,101.94
2022-06-02,348.07,126.5,42.07,182.97,101.25
2022-06-03,342.38,126.12,41.38,182.55,101.08
2022-06-06,343.45,,41.61,181.92,100.6
2022-06-07,346.72,126.89,41.73,182.36,101.06
2022-06-08,342.98,126.3,41.96,180.91,100.6
2022-06-09,334.82,124.15,40.97,181.02,100.46
2022-06-10,325.07,119.97,40.51,181.82,100.3
2022-06-13,312.47,116.75,39.09,180.71,99.44
2022-06-14,311.29,115.84,39.64,179.3,98.94
2022-06-15,315.83,117.74,40.16,180.75,99.79
2022-06-16,305.56,114.26,38.93,180.78,97.65
2022-06-17,306.24,114.62,39.07,181.21,99.36
2022-06-21,313.73,116.47,39.7,178.71,98.11
2022-06-22,313.32,115.49,39.0,179.69,97.92
2022-06-23,316.31,114.54,39.11,182.28,99.17
2022-06-24,325.98,117.77,40.04,181.2,98.8
2022-06-27,325.01,117.96,40.09,179.62,97.75
2022-06-28,318.46,118.31,39.84,179.69,97.9
2022-06-29,318.24,117.14,39.69,181.65,99.22
2022-06-30,315.45,115.16,39.5,183.17,99.29
2022-07-01,318.78,114.94,39.25,185.41,101.29
2022-07-05,319.28,111.99,38.95,187.59,103.04
2022-07-06,320.42,114.06,38.71,187.92,103.53
2022-07-07,325.22,116.28,39.49,187.25,103.38
2022-07-08,324.95,116.89,39.49,186.0,102.79
2022-07-11,321.2,115.72,38.43,187.91,104.64
2022-07-12,318.23,116.24,38.29,189.11,105.11
2022-07-13,316.82,115.13,38.2,188.68,104.57
2022-07-14,315.86,113.22,37.85,188.07,105.26
2022-07-15,321.93,115.91,38.05,187.61,105.38
2022-07-18,319.24,117.06,38.32,186.09,104.0
2022-07-19,328.06,119.58,38.95,184.72,103.44
2022-07-20,329.99,119.51,38.78,185.14,103.79
2022-07-21,333.25,119.88,39.22,185.82,104.69
2022-07-22,330.14,119.88,38.83,187.85,105.58
2022-07-25,330.57,120.14,38.97,187.48,104.99
2022-07-26,326.75,119.18,38.66,189.48,105.71
2022-07-27,335.3,120.26,39.38,188.92,106.28
2022-07-28,339.37,121.74,39.55,190.41,106.89
2022-07-29,344.19,123.6,39.36,190.54,106.9
2022-08-01,343.22,,39.03,190.73,106.5
2022-08-02,340.93,122.82,38.84,191.35,106.65
2022-08-03,346.26,124.42,39.14,190.35,106.53
2022-08-04,345.99,125.15,39.42,190.36,106.28
2022-08-05,345.43,124.18,39.46,189.3,105.46
2022-08-08,345.01,125.24,39.51,189.12,105.99
2022-08-09,343.54,123.85,39.36,188.88,105.42
2022-08-10,350.85,124.98,39.85,188.35,104.94
2022-08-11,350.61,125.24,40.01,187.55,104.93
2022-08-12,356.68,125.89,40.43,187.96,105.6
2022-08-15,358.1,126.32,40.25,189.8,107.06
2022-08-16,358.77,126.84,40.24,188.88,106.33
2022-08-17,356.17,125.2,40.07,187.79,105.39
2022-08-18,356.98,125.91,39.84,188.6,106.5
2022-08-19,352.37,124.34,39.3,187.83,105.65
2022-08-22,344.83,121.94,38.96,188.57,106.35
2022-08-23,344.06,121.75,39.16,188.36,106.17
2022-08-24,345.06,122.25,39.15,187.64,105.7
2022-08-25,349.93,122.48,40.0,188.06,106.43
2022-08-26,338.14,120.12,39.41,187.57,106.41
2022-08-29,335.88,119.02,39.16,186.34,105.14
2022-08-30,332.18,118.73,38.7,185.8,104.86
2022-08-31,329.58,117.24,38.84,184.96,104.07
2022-09-01,330.57,115.22,38.53,185.22,103.45
2022-09-02,327.02,118.15,38.18,184.22,103.49
2022-09-06,325.68,116.67,37.73,184.9,103.54
2022-09-07,331.66,116.74,38.06,183.76,103.67
2022-09-08,333.85,117.08,37.85,183.27,104.03
2022-09-09,338.95,119.0,38.41,182.56,103.53
2022-09-12,342.53,121.55,38.99,181.62,102.7
2022-09-13,327.72,119.54,37.78,181.81,102.35
2022-09-14,328.83,118.92,37.97,182.63,103.16
2022-09-15,325.11,118.06,37.57,181.85,101.75
2022-09-16,322.78,116.68,37.22,181.59,101.11
2022-09-19,324.99,116.65,37.34,181.26,101.5
2022-09-20,321.33,115.57,37.13,180.43,100.8
2022-09-21,315.83,116.4,36.51,182.01,101.97
2022-09-22,313.17,114.24,36.34,182.1,101.16
2022-09-23,307.77,111.62,35.44,182.36,101.72
2022-09-26,304.59,111.42,35.01,182.65,102.34
2022-09-27,303.94,110.95,34.97,180.89,100.5
2022-09-28,309.92,111.18,35.27,182.47,101.23
2022-09-29,303.37,109.3,34.48,180.68,98.95
2022-09-30,298.8,110.61,34.36,180.85,99.65
2022-10-03,306.54,111.41,34.92,181.98,100.96
2022-10-04,315.91,116.15,36.06,179.94,99.79
2022-10-05,315.27,114.92,36.08,180.12,99.5
2022-10-06,312.04,114.45,35.86,179.92,100.13
2022-10-07,303.3,112.52,35.11,179.51,99.81
2022-10-10,301.03,111.9,34.62,179.59,99.42
2022-10-11,299.07,111.35,34.07,179.47,99.19
2022-10-12,298.09,111.05,34.11,179.02,98.87
2022-10-13,305.83,112.08,34.21,178.24,98.65
2022-10-14,298.59,112.72,33.7,177.53,98.0
2022-10-17,306.5,114.72,34.62,177.6,97.93
2022-10-18,310.0,115.46,34.63,176.61,97.43
2022-10-19,307.93,115.71,34.0,176.91,97.87
2022-10-20,305.48,116.43,34.22,176.0,96.75
2022-10-21,312.73,115.89,34.74,175.7,96.02
2022-10-24,316.45,117.59,33.42,175.23,95.63
2022-10-25,321.59,119.52,33.7,175.74,96.54
2022-10-26,319.22,120.18,34.25,175.41,95.8
2022-10-27,317.28,120.15,33.98,177.96,96.9
2022-10-28,325.09,120.43,33.78,177.59,97.13
2022-10-31,322.66,120.58,33.68,177.48,97.58
2022-11-01,321.34,121.7,34.3,177.87,98.29
2022-11-02,313.31,120.73,34.01,178.17,98.54
2022-11-03,309.99,119.77,34.21,178.1,98.74
2022-11-04,314.21,122.94,35.66,175.98,96.95
2022-11-07,317.23,123.63,35.68,174.95,96.0
2022-11-08,319.01,124.64,35.93,174.4,95.82
2022-11-09,312.38,124.27,35.31,175.41,96.06
2022-11-10,329.7,128.22,36.59,177.12,97.24
2022-11-11,332.74,128.95,37.59,175.18,96.39
2022-11-14,329.77,129.58,37.36,174.31,96.01
2022-11-15,332.64,130.5,38.22,175.19,96.8
2022-11-16,329.9,129.43,37.61,175.58,96.96
2022-11-17,328.88,129.28,37.68,176.06,97.33
2022-11-18,330.45,130.83,37.46,175.92,97.4
2022-11-21,329.16,130.31,36.99,176.99,98.68
2022-11-22,333.63,131.0,37.07,176.84,98.57
2022-11-23,335.61,131.55,37.38,176.85,98.58
2022-11-25,335.51,132.08,37.2,176.32,98.64
2022-11-28,330.33,131.18,37.04,176.65,98.4
2022-11-29,329.8,131.15,37.83,177.18,98.22
2022-11-30,340.01,132.16,38.93,176.77,98.04
2022-12-01,339.71,132.82,38.8,176.95,98.43
2022-12-02,339.31,132.6,38.95,177.05,98.61
2022-12-05,333.24,131.88,38.5,176.98,98.57
2022-12-06,328.44,131.31,38.45,177.02,98.8
2022-12-07,327.83,130.7,38.23,177.93,99.61
2022-12-08,330.29,130.71,38.69,177.12,99.52
2022-12-09,327.86,131.42,38.43,176.6,99.01
2022-12-12,332.55,130.73,38.32,176.2,98.95
2022-12-13,334.97,132.89,38.59,176.14,98.78
2022-12-14,332.94,132.51,38.61,175.7,98.28
2022-12-15,324.65,127.86,37.72,174.55,97.48
2022-12-16,321.03,126.8,37.83,175.0,97.57
2022-12-19,318.14,127.04,37.86,174.03,96.42
2022-12-20,318.47,126.75,37.85,173.87,95.27
2022-12-21,323.2,129.07,38.19,174.03,95.87
2022-12-22,318.53,127.44,37.85,173.99,96.14
2022-12-23,320.4,127.23,37.8,173.26,95.83
2022-12-27,319.1,127.76,38.36,171.7,94.77
2022-12-28,315.27,126.96,37.8,171.52,94.26
2022-12-29,320.77,128.34,38.43,171.47,94.16
2022-12-30,319.96,126.45,37.9,171.38,93.98
